gene,Bergmann glial cell,astrocyte,central nervous system macrophage,endothelial cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
PPP1R12B,0.058796492716730306,0.12449676177139857,0.0,0.0,0.0,0.0,0.09108527131782945,0.2281618434229734,0.0,0.0,0.021929824561403508
LRRC37A3,0.009546033092914722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08641832484960667,0.0,0.0
YWHAZ,0.0,0.0,0.0,0.0,0.0,0.09057795046138903,0.0,0.0,0.0,0.05006823609689526,0.0
PACS1,0.0,0.0218799229826711,0.1390695840725409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1A2,0.0,0.0,0.0,0.0,0.0,0.0,0.36318541870311916,0.0,0.0,0.0,0.0
PAFAH1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.12403100775193798,0.003544165757906216,0.0,0.0,0.04938271604938271
TNKS,0.0,0.0,0.0,0.0,0.0,0.0,0.1506782945736434,0.03712286441294075,0.18637204997686257,0.0,0.0
HSPE1,0.028638099278744167,0.2702468444151697,0.012566528681253696,0.006781750924784217,0.0,0.0,0.0,0.13035752190717248,0.0,0.0,0.0
KRI1,0.0,0.2727337646033827,0.0,0.0,0.11324752150421882,0.0,0.0,0.011859323882224646,0.0,0.0,0.0
FAM192A,0.0,0.0,0.035580524344569285,0.0,0.0,0.0,0.0,0.044074881861141404,0.0,0.0,0.0
RAB33B,0.0,0.0,0.0,0.0,0.0,0.0,0.07901296111665004,0.0,0.0,0.0,0.0
AC079305,0.1005558536763684,0.38561506673128265,0.0,0.0,0.007049180327868852,0.0,0.0,0.0,0.0,0.0,0.0
SETMAR,0.011760296797397691,0.07533144842991647,0.0,0.0,0.0,0.0,0.0,0.12088812285596828,0.037825668285630276,0.0,0.0
PTK2B,0.0,0.0,0.0,0.0,0.0,0.03805682216766047,0.2159089591690046,0.0,0.0,0.0,0.0
GNG2,0.0,0.0,0.4863644057145101,0.0,0.0,0.8138370594178164,0.0,0.0,0.5104939920937059,0.0,0.0
SYT12,0.0,0.0,0.0,0.0,0.0,0.0,0.4630254276742751,0.0,0.0,0.0,0.0
NT5DC1,0.0,0.031157010327323646,0.0,0.03306103575832306,0.10644808743169398,0.0,0.0,0.40505349499481225,0.0,0.0,0.0
MAMDC2,0.0,0.0,0.24198365695323762,0.0,0.6208139505717373,0.0,0.0,0.0,0.0,0.0,0.0
CDK5R1,0.0,0.0,0.0,0.0,0.0,0.0,0.3602573927398735,0.0,0.0,0.0,0.0
GOLGB1,0.14845183910112733,0.17008164482459892,0.04459885669229253,0.0,0.028306010928961747,0.0,0.0,0.0,0.0,0.0,0.0
APOL2,0.0,0.0,0.0,0.0,0.0,0.0,0.08865071452309738,0.0,0.0,0.0,0.0
C19orf18,0.4019003350200561,0.562325496535061,0.0,0.0,0.0,0.0,0.0,0.22825090578562773,0.23044606770006,0.0,0.0
PJA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043534762833008445
GATAD2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046755725190839696,0.0,0.0023029682702149436,0.0
SCART1,0.16503999542470282,0.2506222529155031,0.0,0.0,0.0,0.0,0.0,0.09018312242797762,0.00343205306185408,0.0,0.0
FBXO7,0.17220949261938528,0.0,0.0,0.0,0.0,0.09895580378824673,0.0,0.3441376506268048,0.37489904798843576,0.020300238826339134,0.0
ZDHHC14,0.2841944453728953,0.11911430071766148,0.06978119455943228,0.0,0.0,0.0,0.0,0.08351508542348238,0.30942725056569126,0.0,0.0
SLC5A9,0.30462161027690143,0.0,0.18125444940349547,0.16371526921496093,0.17880564990121167,0.0,0.0,0.17655234901621641,0.6445500432358694,0.0,0.0
FAM153C,0.0,0.0,0.0,0.0,0.0,0.0,0.4630452771443949,0.0,0.0,0.0,0.0
KIAA0930,0.0,0.5871846050112025,0.30143606559830066,0.0,0.0,0.1339037222916068,0.0,0.4872332668026539,0.0,0.0,0.0
TANC1,0.0,0.1650920734316138,0.1619357382219594,0.29795707366477825,0.022076502732240436,0.0,0.0,0.29453510617431233,0.3454790224518535,0.05373592630501536,0.03167641325536062
MTHFR,0.0,0.0,0.26578387000189224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNDC4,0.0,0.09936280366387894,0.0,0.0,0.0,0.0,0.2278526100329602,0.0,0.010301507537688442,0.0,0.0
KCTD17,0.17901750901010688,0.0,0.0,0.0,0.0,0.36745131092896766,0.0,0.0,0.0,0.0,0.0
RPL5,0.0,0.0,0.0361718904001577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTMR3,0.2164753556488452,0.07679852966917557,0.02671003351074315,0.0,0.0,0.0,0.0,0.0,0.03088847755668672,0.0,0.0
LLGL1,0.018744415571657198,0.323181901422697,0.0,0.0,0.0,0.0,0.0,0.6136389262029934,0.0,0.0,0.0
C1orf174,0.0,0.0,0.010693869505223734,0.019833333333333335,0.0,0.0,0.0,0.07123303919051036,0.0,0.26615265205443156,0.0
AL589935.1,0.459108601623767,0.3524814779816996,0.0028582692686773114,0.22188779284833537,0.34692716320065375,0.0,0.0,0.0,0.0491925350037485,0.15444987964505244,0.0
GRK2,0.0,0.0,0.1801742463502217,0.0,0.0,0.0,0.042954469923562645,0.0,0.0,0.0,0.0
RNF112,0.0,0.0,0.0,0.0,0.0,0.0,0.38591725284298034,0.0,0.051391507332021635,0.0,0.0
SLC35F5,0.0,0.0,0.0,0.0,0.019726775956284155,0.0,0.0,0.04416575790621592,0.1182708622551288,0.0,0.0
CRY1,0.0,0.0,0.0,0.0,0.0,0.0,0.00897308075772682,0.0,0.0,0.0,0.0
FAM133B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049572882588149764,0.00015424957581366652,0.0,0.0
EP300,0.0,0.0,0.10403114527892765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC108047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11770702944921248,0.0,0.0,0.0
RDH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28702355735259377,0.0,0.0
DIXDC1,0.0,0.0,0.0,0.0,0.004426229508196721,0.0,0.0,0.09619229371137768,0.0,0.0,0.0
DPP7,0.16352398603208776,0.2817924847618217,0.08392469938892175,0.0,0.0,0.0,0.0,0.00013631406761177754,0.0,0.0,0.0
CELSR3,0.0,0.0,0.0,0.0,0.0,0.0,0.3733411398420237,0.0,0.0,0.0,0.0
KCNN2,0.7663717098504931,0.6022760741688414,0.0,0.0,0.0,0.0,0.004969630038652678,0.0,0.0,0.0,0.0
ZNF676,0.0,0.0,0.0,0.0,0.35288954015463414,0.0,0.0,0.6113445276818178,0.3818957706448079,0.6702223671191491,0.0
LINC01476,0.0,0.0,0.0,0.0,0.0,0.0,0.03497839813891658,0.0,0.0,0.06976377952755905,0.0
LTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10128135223555071,0.0,0.0,0.0
POLR1D,0.0,0.0,0.0,0.0,0.0,0.0,0.024925224327018942,0.0,0.0,0.0,0.0
ABCG4,0.0,0.05475906013540422,0.0,0.0,0.0,0.0,0.3908043493300698,0.0,0.0,0.0,0.0
CAPZA2,0.0,0.0,0.1154642223536369,0.04176942046855733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMPD1,0.0,0.0,0.0,0.22806139376292003,0.0,0.0,0.0,0.08867868725474504,0.0,0.0,0.0
SPAG9,0.15372648847404893,0.0,0.0,0.03652897657213317,0.0,0.0,0.08890503875968993,0.17184660123591422,0.05163504550362487,0.0,0.0
NBDY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLZF1,0.025137887144675436,0.0,0.0,0.0,0.021256830601092895,0.04674599320058281,0.0,0.12792075800793568,0.0,0.0,0.0
AC025809.1,0.0,0.32085228256047316,0.0,0.0,0.22462302990891556,0.0,0.0,0.0,0.6613546386874749,0.4183956672899761,0.0
ACO2,0.0,0.366426692663995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.05325689597873048,0.0,0.0,0.0,0.0
TTTY14,0.0,0.0,0.0,0.0,0.0,0.0,0.2554019144118034,0.0,0.0,0.0,0.0
BSG,0.0,0.0,0.0,0.3697353080099451,0.0,0.0,0.0,0.0,0.0,0.4019758248621093,0.0
AC007529,0.47819328489662194,0.5018849465302712,0.0,0.0,0.0,0.3563461097460703,0.0,0.0,0.0,0.0,0.0
NCDN,0.0,0.0,0.0,0.0,0.0,0.0,0.28109207257667457,0.0,0.0,0.0,0.0
AC134878,0.23219364843679924,0.28786834495448355,0.026217228464419477,0.0,0.0,0.0,0.0,0.27070091052615214,0.27117723171150543,0.0,0.0
ULK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICALL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332009191627351,0.0,0.3542966591059151,0.0
SEC62,0.0,0.0,0.0,0.0,0.0,0.0,0.00993217054263566,0.0,0.0,0.0,0.0
ZNF277,0.15582227812715993,0.0,0.007638478218016952,0.014102959309494451,0.0,0.0,0.0,0.17977669251116135,0.07571750359543411,0.0,0.03079573156106772
NAP1L2,0.0,0.0,0.0,0.0,0.0,0.0,0.35729118552679895,0.0,0.0,0.0,0.3472147141041526
AP003059,0.1672233407004889,0.3635625120240771,0.0,0.0,0.0,0.0,0.0,0.0,0.5596842266000088,0.0,0.0
PICALM,0.0,0.0,0.2412414878774115,0.18632552404438965,0.0514207650273224,0.09737736765420107,0.029069767441860465,0.29278995024176674,0.0,0.07847151142954623,0.0
FBXO21,0.0,0.0,0.0,0.0,0.0,0.0,0.014373546028580923,0.0,0.0,0.0,0.0
BACE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32560680631829375,0.0035863026376677463,0.0,0.0
MAP6D1,0.0,0.0,0.0,0.0,0.0,0.0,0.07302595251242408,0.6089917359107315,0.0,0.0,0.0
ZRANB2-AS2,0.22966022298759098,0.1053715480829888,0.0,0.0,0.0,0.0,0.0,0.005089058524173028,0.0,0.0,0.0
ABHD16A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP7B,0.0,0.0,0.0,0.48489344156914616,0.0,0.0,0.17721137159109823,0.0,0.0,0.0,0.0
HTR5A,0.0,0.0,0.0,0.0,0.0,0.0,0.4131035936915922,0.0,0.0,0.0,0.0
WWP1,0.0,0.0,0.0,0.230194586346286,0.0,0.0,0.0,0.11704834605597965,0.0,0.0,0.0
JARID2,0.07562579550275775,0.0,0.0,0.0,0.0,0.0,0.18410852713178294,0.0,0.0,0.0,0.0
SNHG8,0.0,0.0,0.12012186650547758,0.02604869651927312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POGK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06547619047619048,0.1747305428087245,0.0,0.0
RPL39,0.0,0.0,0.0,0.0,0.0,0.0,0.08192090395480225,0.0,0.0,0.06125984251968504,0.0
C1orf198,0.3159733599133214,0.5499667986355423,0.0,0.0,0.3863257920275113,0.0,0.0,0.5528793375488887,0.2890623517778512,0.09961260818139672,0.0
DZIP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04376831713712787,0.0,0.0
USP3,0.0,0.0,0.0,0.0,0.0,0.0,0.3083462789924799,0.0,0.0,0.0,0.0
AC006213.2,0.7190749459795175,0.0,0.0,0.0,0.0,0.0,0.0,0.23190608922318473,0.0,0.0,0.0
FKBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFATC2IP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFL1,0.26821903100800726,0.15588499258242836,0.0,0.11247359227291409,0.0,0.0,0.0,0.28236741789584435,0.19120901579573468,0.0,0.0
IQCB1,0.0,0.020873446525468232,0.11699191799724029,0.018572749691738593,0.0,0.0,0.0,0.0,0.02676230140367114,0.0,0.004710851202079272
SECISBP2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36037051132793413,0.0,0.0,0.0
FZD1,0.0,0.0,0.0,0.0,0.0,0.0,0.08657361249584579,0.0,0.0,0.22041371785070663,0.0
HECTD4,0.0,0.0,0.0,0.0,0.0,0.0,0.2812241569864051,0.0,0.0,0.0,0.0
VAMP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNT11,0.030405883184839486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCMH1,0.18105999575975834,0.0,0.0,0.0,0.16005464480874318,0.0,0.0,0.0,0.11040413388863181,0.0,0.0
MTSS1L,0.5115358106133243,0.26444125881140734,0.0,0.0,0.0,0.0,0.0,0.0,0.35524359870829775,0.0,0.0
RCAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15331716756928554,0.014460897732531236,0.0,0.0
LINC00964,0.004528464634847614,0.0,0.6074110311759425,0.0,0.0,0.0,0.0,0.0,0.21604092448839463,0.0,0.0
CDH18-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.4952182381623765,0.0,0.0,0.0,0.0
HS3ST5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917217563781061,0.0,0.0,0.0
COTL1,0.3662336826124638,0.2645088191828352,0.3284216880565359,0.0,0.0,0.4770824832917697,0.0,0.0,0.3473755104754382,0.0,0.0
UBASH3B,0.0,0.0,0.0,0.0,0.0,0.0,0.42943778994901827,0.0,0.0,0.0,0.0
BCKDHB,0.3377479441455917,0.29837684146246024,0.0,0.0,0.08579234972677596,0.0,0.0,0.0,0.07029924417707852,0.0,0.0
TBRG1,0.0,0.0,0.14306829306360141,0.05201911220715166,0.013169398907103825,0.0,0.0,0.0608869501999273,0.0,0.0,0.0
PCSK9,0.0,0.0,0.0,0.0,0.0,0.0,0.46463329503482925,0.0,0.0,0.0,0.0
SIK3,0.041719700183849524,0.0,0.0,0.0,0.009344262295081967,0.0,0.17756782945736435,0.2618203153158859,0.1609208699676076,0.0,0.0
RETREG1,0.0,0.30136009599341296,0.0,0.0,0.0,0.0,0.0,0.3239258702409454,0.0,0.0,0.0
C14orf159,0.24767117596929655,0.29504929555906073,0.028533412182140745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB5R1,0.025998159512295765,0.10869563842097194,0.10763268769377733,0.0,0.0,0.0,0.0,0.0,0.04502524095912228,0.0,0.4006463960198579
FAM135A,0.0,0.0,0.140153755174453,0.0,0.0,0.0,0.0048449612403100775,0.0,0.1542110134197131,0.0,0.0
THY1,0.0,0.0,0.0,0.0,0.0,0.0,0.2665792425778068,0.0,0.7071402893604878,0.0,0.0
DLG3,0.0,0.0,0.0,0.0,0.0,0.0,0.04935194416749751,0.0,0.010797470306956656,0.01842374616171955,0.17779759776612972
HLCS,0.0,0.0,0.0,0.0,0.0,0.0,0.06798741372780882,0.0,0.0,0.0,0.0
NPEPPS,0.0,0.0,0.0,0.0,0.0,0.0,0.03343023255813953,0.0,0.0,0.0,0.0
ATP13A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0863243602525756,0.0,0.0,0.0,0.0
CCDC24,0.2886144184968872,0.285738690225669,0.0,0.0,0.0,0.0,0.0,0.0,0.06747794191649448,0.0,0.0
PKD1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00173,0.0,0.3390035671617896,0.0,0.0,0.0,0.0,0.25596342758949364,0.0,0.0,0.0,0.0
SND1,0.2941574630082831,0.09771573604060914,0.020451409422432485,0.0,0.0,0.0,0.00436046511627907,0.0,0.0,0.0,0.0
PPP4R1,0.061500475258385146,0.02223000175039384,0.0,0.14960886777073026,0.024043715846994537,0.0,0.0,0.09396583060705198,0.14753994262546444,0.0,0.0
MARF1,0.0,0.08547573217196719,0.04262763650699783,0.0,0.0,0.06301602719766877,0.0,0.020765176299527444,0.0,0.0,0.0
SYNE1,0.0,0.0,0.0,0.0,0.0,0.0,0.3095802225107623,0.0,0.0,0.0,0.0
LRRC27,0.34758079738175246,0.4970982142798107,0.0878759463441555,0.0,0.0,0.0,0.0,0.0026808433296982917,0.34146410570326635,0.0,0.0
FAM110B,0.0,0.0,0.0,0.0,0.0,0.0,0.1261131817725119,0.0,0.2331830254081127,0.0,0.0
AL023284,0.0,0.021107128634010354,0.0,0.0,0.0,0.0,0.0,0.5101616877649444,0.0,0.0,0.0
ZNF493,0.0,0.0,0.0,0.0,0.0,0.0,0.009388501163177135,0.0,0.0,0.0,0.04227761485826002
DNAAF1,0.15320557165638363,0.8289619672032705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAP2,0.0,0.0,0.4173147644969953,0.0,0.0,0.08790675084992715,0.0,0.0,0.16932780688899102,0.0,0.0
WDR45,0.1065899385425198,0.17632884117015185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF6,0.0,0.0,0.0945692883895131,0.0,0.0,0.0,0.16424418604651161,0.17411850236277718,0.0,0.0,0.0
TSC2,0.005232640362042144,0.2142162284739252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYSL5,0.4119268267798686,0.0,0.0,0.0,0.0,0.0,0.0,0.6994048066915373,0.0,0.0,0.0
STX3,0.0,0.0,0.0,0.119243040815138,0.0,0.0,0.1404951811232968,0.0,0.0,0.0,0.0
AL359232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758050934418704,0.0,0.0
GSK3B,0.0,0.0,0.0,0.00038532675709001234,0.0,0.0,0.15746124031007752,0.0,0.0,0.0,0.0
HS2ST1,0.0,0.1366226598357691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPO1,0.2303625689212082,0.0,0.004977330967869111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INCENP,0.0,0.0,0.0,0.129483591961333,0.0,0.0,0.09654370222665337,0.0,0.0,0.0,0.0
RPTOR,0.025632866638382126,0.08813327872713533,0.12827715355805244,0.0,0.0,0.0,0.0,0.029443838604143947,0.0,0.0,0.0
DOPEY1,0.0,0.0,0.0,0.0,0.0,0.0,0.08018410852713179,0.0,0.0,0.0,0.0
TAF1C,0.060575473942966876,0.23017780045115227,0.0,0.0,0.014863387978142076,0.0,0.0,0.0,0.15152061964708644,0.0,0.0
ABL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBSCN,0.0,0.0,0.0,0.0,0.0,0.39647312292885134,0.20505151213027584,0.0,0.0,0.07290919494837966,0.0
SON,0.14106915570640646,0.06550848941011728,0.11285235560812143,0.0,0.028797814207650273,0.0,0.09423449612403101,0.0,0.04434675304642912,0.087683384510406,0.0
CSNK1D,0.15711756358675,0.1917438101111537,0.08017938103686181,0.0,0.03530054644808743,0.07394366197183098,0.0,0.0,0.0,0.0,0.0
SLC2A6,0.0,0.0,0.0,0.0,0.0,0.1232499984242469,0.0,0.0,0.0,0.0803785760147433,0.0
HDGF,0.0,0.0,0.0,0.05240396845586365,0.0,0.0,0.04444998338318378,0.0,0.0,0.0,0.0
ABCA5,0.0,0.0,0.0,0.0,0.0,0.0,0.23766756899843106,0.0,0.0,0.0,0.0
SMARCA2,0.12236600197991797,0.0,0.07342795190222748,0.0036991368680641184,0.0,0.012870325400679943,0.09084302325581395,0.0,0.0,0.0,0.0
NRIP1,0.0,0.0,0.22077123132471504,0.0,0.0,0.0,0.0007267441860465116,0.0,0.0,0.0,0.0
ZNF687,0.0,0.06242197755249515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14245077176566678,0.6691489746608632
HERC1,0.0,0.0,0.0,0.0,0.0,0.0,0.17175387596899225,0.0,0.0,0.0,0.0
MLIP-AS1,0.8292321594205929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF37,0.0,0.0,0.0,0.0,0.2318958414026827,0.0,0.0,0.38380182247609423,0.0,0.0,0.0
GPAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.11872715187770023,0.0,0.0,0.0,0.0
UCHL1,0.060502843765124895,0.0,0.0,0.0,0.0,0.0,0.06778023191606847,0.0,0.015617769551133734,0.0,0.0
C3orf58,0.2680348622844493,0.0,0.0,0.0,0.0,0.0,0.0,0.003907669938204289,0.0,0.0,0.0
SNAP23,0.22169582788359812,0.0,0.12557007698149972,0.13029891080969996,0.0,0.0,0.0,0.1047637856177479,0.20582001124156193,0.0,0.0
RNF157,0.15216020042013687,0.18610595727656493,0.0,0.0,0.0,0.0,0.0,0.1658422376503581,0.36250160621896454,0.0,0.0
AC116050.1,0.10916508836805103,0.15128291802009472,0.0,0.0,0.3501535907646006,0.0,0.0,0.0,0.11759315610135905,0.24878095665829447,0.0
TRPM7,0.0,0.0,0.017839542676917012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD6,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0
C14orf132,0.0,0.0,0.0,0.0,0.0,0.0,0.11232967763376538,0.0,0.0,0.0,0.0
PPP2R5E,0.0,0.0,0.0,0.0,0.0,0.0,0.03439922480620155,0.0,0.0,0.0,0.051007147498375566
MCPH1-AS1,0.027047093763258378,0.10696908413172936,0.002513305736250739,0.0,0.0,0.0,0.0,0.0,0.08728681959710642,0.0,0.0
IMPACT,0.1368439691914809,0.0,0.14220597515597527,0.0,0.2468768819534954,0.0,0.0,0.0,0.28745542331785845,0.0,0.0
ULK2,0.0,0.0,0.0806721860831855,0.0,0.0,0.0,0.0,0.12872591784805526,0.0,0.0,0.0
ENSA,0.0,0.15855151175763488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FADS1,0.12062758117797881,0.23381503675950502,0.02040212891780012,0.0,0.0,0.0,0.0,0.2931777136239601,0.017237390097177233,0.19636141713643404,0.0
HECTD1,0.0,0.0,0.019120835797358564,0.0,0.0,0.0,0.038517441860465115,0.0,0.0,0.0,0.0
PLOD1,0.13447428485364377,0.3621186582478237,0.05370850215218381,0.05630055487053021,0.33291003012714326,0.0,0.0,0.13289805914869396,0.06041344273228291,0.453023066020704,0.40313707289480505
TOMM70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL357052,0.3460815745411637,0.30877577926468425,0.0,0.0,0.0,0.0,0.122170071783545,0.0,0.0,0.0,0.0
ENPP7P10,0.22910310675365422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBPG,0.0,0.0,0.19994786614728244,0.09638671245654203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4orf19,0.2942732736934481,0.0,0.04538734476641041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0871959182557474
ANKRD29,0.0,0.24101473497086917,0.0,0.8841601679857187,0.0,0.0,0.0,0.0,0.4094456646015092,0.0,0.0
SCFD1,0.001414227124876255,0.0,0.0,0.0,0.1228415300546448,0.0,0.0,0.0,0.12282122474163196,0.0,0.0
RBMS3-AS2,0.4544039583639824,0.0,0.0,0.40652445540485,0.463755757770152,0.0,0.0,0.0,0.40000129417233543,0.5383121485360935,0.3509825084710284
ZBTB17,0.0,0.10685709225513682,0.0,0.0,0.0,0.0,0.0,0.24663849797155457,0.07805135617435825,0.0,0.0
RABGEF1,0.06335737519445624,0.17737193332357326,0.0,0.0,0.0,0.0,0.0,0.2119376193047973,0.0,0.0,0.0
TRAK1,0.1576530221805951,0.19574063014671955,0.1267987384190814,0.0,0.0,0.0,0.03657945736434109,0.0,0.015155020823692735,0.0,0.0
ANO8,0.27772422412482806,0.6779139361216879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A4,0.0,0.07543783916966648,0.0,0.14576695437731196,0.15616755495603957,0.0,0.0,0.0,0.4802841319230665,0.7357418511888494,0.40642364892037414
AGPAT3,0.2861700938293749,0.27120946073056845,0.08431894342598069,0.042308877928483354,0.0,0.13040310830500243,0.0,0.0,0.0,0.0,0.0
KALRN,0.414612901272715,0.44494169664020666,0.0,0.30232223592272917,0.21735159416087046,0.0,0.0,0.048209741912031985,0.4227493291982885,0.46291965603233803,0.12167798317568716
CD99L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11545801526717557,0.0,0.0,0.0
CNKSR2,0.0,0.02429311031461569,0.0,0.0,0.0,0.0,0.4812543198430255,0.0,0.0,0.0,0.0
ELOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNTN5,0.6752480054778575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3602520273179491
RSBN1,0.0,0.0,0.0,0.0,0.0,0.0,0.024177467597208374,0.0,0.0,0.0,0.0
FNDC5,0.0,0.027180406212664276,0.0,0.0,0.0,0.0,0.36812083535882323,0.0,0.0,0.0,0.0
PERP,0.0,0.0,0.0,0.6532197016760305,0.0,0.0,0.15204386839481554,0.0,0.0,0.0,0.0
AC104806,0.0,0.0,0.0,0.0,0.0,0.0,0.08383183781987372,0.0,0.0,0.0,0.0
NUP50-AS1,0.16144003920963002,0.11938043186832693,0.06633155923516657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR5B,0.2294018256379128,0.0,0.0,0.0,0.0,0.0,0.0,0.13817002130740977,0.12181987039356766,0.1607683873331614,0.0
SMPX,0.0,0.0,0.0,0.0,0.0,0.7110620642392719,0.22486268417277158,0.0,0.0,0.0,0.0
FRG1HP,0.0,0.0,0.0,0.0,0.0,0.0,0.025436046511627907,0.0,0.0,0.0,0.0
SMG1P1,0.0,0.0,0.0,0.4981093647146137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIP2A,0.0,0.0,0.20471793158837223,0.0,0.0,0.0,0.0,0.20201268848382675,0.0,0.0,0.0
ADD3,0.2099111287557428,0.16567477682478557,0.0,0.0,0.1418032786885246,0.0,0.013323643410852713,0.17925299890948745,0.1806262532778035,0.0,0.0
PRKDC,0.0,0.04953614563276737,0.0620441553321506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0391,0.006505444774430774,0.0,0.015276956436033905,0.0,0.034972677595628415,0.0,0.0,0.07483642311886586,0.05811352768779886,0.0,0.0
CNBD2,0.18452364251884018,0.006611424541607899,0.0,0.0,0.0146448087431694,0.0,0.0,0.0,0.1308343325394867,0.0,0.0
EIF4EBP2,0.0,0.017547698232102223,0.0,0.03028668310727497,0.04628415300546448,0.0,0.0,0.0,0.0,0.12540127861160916,0.0
RIMKLB,0.2763200964439466,0.11475887676807676,0.0,0.17431754895352142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YWHAQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17169369533282897,0.0,0.0,0.0
GGNBP2,0.0,0.0,0.0705204021289178,0.0,0.0,0.16809512233721152,0.0,0.0,0.0,0.0,0.0
METTL21A,0.0,0.0,0.17309577220550443,0.0,0.0,0.0,0.0,0.0,0.0008098102730217492,0.0,0.0055369127516778525
WHAMM,0.09965608826403742,0.005960195945357099,0.052237334910309484,0.02386333744348541,0.0,0.20048949567422442,0.0,0.0,0.0,0.0,0.0
HKR1,0.04111865365577712,0.0,0.0,0.0,0.0019672131147540984,0.0,0.0,0.0,0.0,0.0,0.0
CXADR,0.0,0.0,0.5780180460226667,0.0,0.0,0.0,0.0,0.676149295658494,0.006439919790220577,0.0,0.0
CLTC,0.0,0.0,0.0,0.0,0.0,0.0,0.053052325581395346,0.0,0.0,0.0,0.0
