gene,astrocyte,central nervous system macrophage,endothelial cell,ependymal cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
PGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.14470039364338824,0.0,0.0,0.0,0.0
P3H4,0.09586776859504133,0.0,0.0,0.0,0.0,0.0,0.18335398746172912,0.0,0.0,0.0,0.0
ZNF286A,0.0,0.0,0.0,0.0,0.0,0.0,0.44464794875660196,0.0,0.0,0.0,0.0
U91328.2,0.0,0.0,0.0,0.0,0.0,0.0,0.04116853768770958,0.0,0.10713132554575826,0.0,0.9000078625889831
AC016710,0.0,0.6465833799572732,0.0,0.0,0.0,0.0,0.0,0.0,0.3384465800071502,0.0,0.0
AC025470,0.0,0.0,0.0,0.0,0.0,0.0,0.5671448289871648,0.0,0.0,0.0,0.0
NES,0.06784405906498342,0.0,0.36382717064637804,0.2946314320304091,0.20001590635069594,0.0,0.0,0.278602685239389,0.066447240997134,0.38172650543027825,0.4900085218868092
AL139099.2,0.0,0.09629976646138623,0.0,0.0,0.0,0.0,0.0,0.0,0.20194799464655044,0.9091771358286296,0.0
LNP1,0.0,0.0,0.0,0.0,0.0,0.0,0.5009404675123403,0.0,0.0,0.0,0.0
VWA5A,0.0,0.0,0.0,0.0,0.0,0.0,0.21398891966759004,0.0,0.0,0.1439019365471776,0.0
CD80,0.0,0.4050574298476854,0.0,0.0,0.0,0.0,0.019791514798075522,0.0,0.0,0.0,0.0
TMEM182,0.0,0.0,0.0,0.0,0.0,0.0,0.18293483015016768,0.0,0.0,0.0,0.0
GOLGA2P5,0.2454463960227559,0.0,0.0,0.8135884870742359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAH,0.7631220249452774,0.0,0.0,0.04932209959459777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC37L1-AS1,0.15620227861570307,0.0,0.0,0.287000420571061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM55,0.03694796676869261,0.0,0.0,0.7788592421574868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5806901575571175,0.0,0.0
TMEM8A,0.0,0.0,0.10855471937279172,0.0,0.0,0.0,0.11031126986441173,0.0,0.0,0.11475072105480016,0.0
AC020604,0.0,0.0,0.0,0.0,0.0,0.0,0.35427007771658836,0.0,0.055312375646637484,0.0,0.0
SLC10A6,0.03922726604157015,0.0,0.0,0.4766477967276355,0.0,0.0,0.0054490450502988775,0.0,0.0,0.0,0.0
AL157938.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03732322495990669,0.07745067932485254,0.016391889331059315,0.0,0.0
AC011487.1,0.0,0.08309426229508196,0.0,0.0,0.0,0.0,0.22523250691282304,0.0,0.0,0.0,0.0
AC144652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3219562714639813,0.054019100676482294,0.0,0.0
PDCD6IPP1,0.007505560730784585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07091829099523433,0.7912064495206639,0.0
DKFZP434A062,0.31039712479745957,0.0,0.0,0.31831659986383576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011625,0.0,0.0,0.0,0.0,0.0,0.0,0.3060860031627645,0.0,0.19160366096299244,0.0,0.0
AC020915.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11525003644846188,0.0,0.0,0.1967791664068151,0.1716915624001617
PRPF31,0.008848207475209764,0.0,0.0,0.0,0.0,0.0,0.10797856830441756,0.0,0.0,0.0,0.2207491974902145
TMC8,0.0,0.869547264021443,0.0,0.0,0.0,0.0,0.0,0.09619002531590824,0.0,0.0,0.0
AC100768,0.0,0.0,0.0,0.0,0.0,0.0,0.36984521399581766,0.0,0.0,0.0,0.0
AC007842,0.12800734618916437,0.0,0.0,0.0,0.0,0.0,0.41097340872841825,0.0,0.0,0.0,0.0
AL021368.1,0.04398530762167126,0.0,0.0,0.0,0.0,0.0,0.28164514935344087,0.0,0.0,0.0,0.0
SCRIB,0.28582011982295047,0.0019271198318149966,0.08660578386605784,0.05054366292898403,0.015222263728053792,0.0,0.0,0.05448570110701107,0.0940401743414819,0.0003234152652005175,0.4050842527260482
AC018645.2,0.0,0.0,0.0,0.22925998750172563,0.32734796843613667,0.0,0.0,0.0,0.03843283794521695,0.0,0.0
AC074044,0.07373737373737374,0.0,0.0,0.08029242689327667,0.0,0.0,0.2622607887879174,0.0,0.0,0.0,0.0
SFRP4,0.17214329025163622,0.0,0.0,0.24529531879595295,0.0,0.0,0.0,0.0,0.8166273054877553,0.0,0.0
AL078581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36564753189125115,0.08577195060953084,0.0,0.0
NLGN1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.09110293045633475,0.007756563245823389,0.17494015014288783,0.0,0.0
PRTG,0.3494772462800887,0.0,0.8491588652168403,0.2521181657629374,0.0,0.0,0.0,0.0,0.6348782812245366,0.0,0.0
ZNF432,0.0,0.0,0.0,0.014058985253686578,0.0,0.0,0.16217743111240707,0.0,0.0,0.0,0.0
PTPRE,0.0,0.28450707663675945,0.0,0.0,0.0,0.0,0.06571657676046071,0.0,0.23987639057408996,0.0,0.0
C20orf203,0.05748393021120294,0.0,0.0,0.0,0.0,0.0,0.32636880895297493,0.0,0.0,0.0,0.0
AC008781.2,0.0,0.0,0.0,0.0,0.0,0.0,0.24185104701698934,0.0,0.0,0.0,0.0
SLC38A7,0.0,0.0,0.0,0.0,0.0,0.0,0.17797783933518005,0.0,0.0,0.4947677171613689,0.0
GLB1,0.0,0.0,0.0,0.0,0.0,0.0,0.11269864411721825,0.0,0.0,0.0,0.0
TDRG1,0.2534710364609809,0.0,0.0,0.24921227794704887,0.0,0.0,0.0,0.0,0.3543430373441053,0.0,0.0
AC084880.2,0.43862069636104123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008619,0.0,0.7015235329129879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL157413,0.0,0.7114890073372097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01060,0.0,0.0,0.0,0.0,0.1618604693919066,0.0,0.46116415016464996,0.0,0.0,0.0,0.0
ASIC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299065117983393,0.0,0.0
PIK3C2G,0.0,0.0,0.0,0.09621998163574308,0.33906872622192563,0.0,0.08432351654760169,0.0,0.0,0.0,0.0
AC016576,0.0,0.0,0.0,0.8258334051397227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC139795,0.04380533018976955,0.0,0.0,0.0,0.0,0.0,0.0,0.27046860466658806,0.0,0.0,0.0
SEMA6B,0.0,0.0,0.0,0.0,0.0,0.0,0.5147092490609566,0.0,0.17811187793622418,0.0,0.0
AL049597,0.0,0.006190142490072413,0.5544888345825959,0.0,0.0,0.0,0.046253098119259366,0.0,0.0,0.0,0.0
SCART1,0.07593440122044241,0.0,0.0,0.19010546343540347,0.10692939858050056,0.5518829332431601,0.0,0.046183118081180814,0.0,0.0,0.0
AL360227,0.0,0.0,0.0,0.0,0.0,0.0,0.5433745132225455,0.0,0.0,0.0,0.0
AC145422,0.34559664980321425,0.0,0.0,0.2245144225967866,0.0,0.0,0.0,0.0,0.23606322173840386,0.0,0.0
AL592494,0.0,0.0,0.0,0.0,0.0,0.0,0.25736608869669114,0.12455250596658711,0.0,0.0,0.0
AC021594,0.0,0.0,0.0,0.11634591352161959,0.0,0.0,0.2929562332169306,0.0,0.0,0.0,0.0
PWWP2A,0.0,0.0,0.0,0.0032279986408426777,0.0,0.0,0.0,0.22718266055638991,0.050644305476596554,0.0,0.0
FYB2,0.7890856194380816,0.0,0.0,0.07831529093369419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP001273.1,0.08438934802571166,0.0,0.0,0.0,0.0,0.0,0.14369806094182824,0.0,0.0,0.0,0.0
AL157788,0.0,0.0,0.0,0.054548862784303924,0.0,0.0,0.2855483252216865,0.0,0.0,0.0,0.0
NECAB3,0.2626536909358479,0.0,0.0,0.15150321357487917,0.1310940247267189,0.0,0.0,0.0,0.0,0.0,0.0
AC084064,0.0,0.7586947343904082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG3,0.0,0.0,0.0,0.0,0.0,0.0,0.11756451377751859,0.0,0.0,0.0984754841367944,0.0
POGK,0.0,0.0,0.0,0.0,0.0,0.0,0.006998104679982505,0.1191190036900369,0.14667424673109722,0.0,0.11351449298985697
TTC32,0.0,0.0,0.0,0.0,0.0,0.0,0.010114448170287215,0.17812447160859748,0.0,0.07468067573135559,0.0
ZNF790-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.15709287068085726,0.0,0.0,0.0,0.0
C2CD6,0.5438685766361014,0.0,0.0,0.0,0.0,0.0,0.0,0.021160055350553507,0.10327837786621186,0.0,0.0
CCP110,0.0,0.0,0.0,0.1628793553395545,0.0,0.0,0.0,0.5636410642931414,0.0,0.0,0.0
AL137786,0.0,0.0,0.0,0.0,0.0,0.0,0.6510323421684254,0.0,0.0,0.0,0.0
AC076966,0.5212316920896447,0.0,0.0,0.0,0.0,0.0,0.0,0.15670872051175516,0.14472900863004975,0.0,0.0
ARSF,0.9264577852661092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07255567611932304,0.0,0.0
AKR1A1,0.0,0.284908037244908,0.022526636225266364,0.0,0.1868983857037929,0.0,0.023272342907129318,0.03153828413284133,0.0,0.0,0.0
AC090772.3,0.2969863456003108,0.0,0.0,0.0,0.0,0.0,0.0,0.1716648855757929,0.0,0.0,0.0
AL353753,0.8223673276980101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC048380.1,0.09696969696969697,0.0,0.0,0.0,0.0,0.0,0.2280907302013712,0.0,0.12405491444488659,0.0,0.0
ATG14,0.0,0.0,0.0,0.0,0.0,0.0,0.06092360402391019,0.0,0.0,0.0,0.0193717277486911
LINC01847,0.0,0.09907786885245902,0.0,0.0,0.0,0.0,0.17814185741361716,0.0,0.0,0.0,0.0
AC010267,0.0,0.0,0.0,0.07435641089727568,0.0,0.0,0.37815330318109963,0.0,0.0,0.0,0.0
CDKN2B,0.1928891352542494,0.337540233555077,0.0,0.0,0.0,0.0,0.0,0.0,0.4816222849029276,0.0,0.0
AL365181.2,0.5811778948665594,0.0,0.0,0.15491295652855816,0.0,0.0,0.0,0.043846797823357056,0.19179811235017202,0.0,0.0
FMR1-AS1,0.3316328763595671,0.0,0.0,0.026243439140214948,0.0,0.0,0.0003644846187490888,0.0,0.0,0.0,0.0
LINC01098,0.04808880626310553,0.0,0.0,0.0,0.0,0.0,0.0,0.8587404722103753,0.0,0.0,0.0
CD163L1,0.0,0.3366408496750798,0.0,0.0,0.0,0.0,0.20090392185449774,0.0,0.0,0.0,0.0
GAS2L3,0.0,0.6435921284916685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWDD2A,0.004775022956841139,0.0,0.0,0.0,0.0,0.0,0.09343563201632892,0.0,0.01780740151213689,0.0,0.0
AC023355,0.19523342228501428,0.04329548159111053,0.0,0.2891381841954018,0.0,0.0,0.0,0.09765736621106269,0.0374589408335538,0.0,0.0
AC092652.1,0.0,0.46666465297913995,0.0,0.0,0.0,0.0,0.0,0.0,0.5694547833924317,0.0,0.0
LINC01197,0.0,0.0,0.0,0.0,0.5576001052096069,0.0,0.20064878262137337,0.0,0.0,0.6983726832193318,0.23373217948017894
ZNF623,0.0,0.0,0.04161536567347944,0.0,0.0,0.0,0.20325484764542937,0.0,0.0,0.0,0.0
AC068987.3,0.0,0.0,0.0,0.0,0.0,0.0,0.34071090427957074,0.0,0.0,0.0,0.0
FBN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0024238227146814403,0.0,0.826954029105161,0.0,0.0
KCNG2,0.0,0.0,0.0,0.20564794878412576,0.0,0.0,0.1966030033532585,0.0,0.0,0.0,0.0
ALG1L11P,0.0,0.0,0.0,0.11140964758810297,0.0,0.0,0.2562643183699845,0.0,0.08654994031038599,0.0,0.0
DNAJC14,0.013920671243325706,0.059290608435281895,0.0,0.0,0.29243544562662616,0.0,0.0,0.0,0.0,0.0,0.0
AC022413,0.0,0.13769840671511235,0.0,0.0,0.5101782453120747,0.0,0.0,0.0,0.0,0.0,0.0
BMS1P14,0.0,0.0,0.0,0.11247188202949263,0.0,0.0,0.26404312721408923,0.0,0.0,0.0,0.0
AC106818,0.308557944801375,0.0,0.0,0.5354157654595253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED28,0.0,0.0,0.0,0.0,0.0,0.11643895550082822,0.06945254410263887,0.0,0.0,0.0,0.0
AB015752,0.0,0.0,0.0,0.0,0.0,0.0,0.39691154413956176,0.2507345656774891,0.0,0.0,0.0
LMF1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5376590592961168,0.0,0.0,0.0
DBNDD1,0.0,0.0,0.0,0.0,0.050245561012466945,0.0,0.18621519171890946,0.0,0.04526462395543175,0.0,0.0
AC098826.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4841416814052315,0.0,0.0,0.12175525339925834,0.0
SFI1,0.0,0.0,0.0,0.02174456385903524,0.0,0.0,0.18960489867327598,0.0,0.0,0.0,0.0
R3HCC1,0.0,0.0015368852459016393,0.0,0.0,0.0,0.0,0.034407348009913984,0.26296684148185523,0.0,0.0,0.0
KIAA0391,0.02189168573607933,0.0,0.0,0.0,0.0,0.0,0.060376877095786555,0.0,0.0,0.0,0.0
AC008505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9571368584134478,0.0,0.0,0.0
HGFAC,0.0,0.0,0.0,0.0,0.0,0.0,0.502652751971255,0.0,0.0,0.0,0.0
PYCR2,0.0,0.0,0.0,0.021958885490995582,0.0,0.0,0.0,0.2288190684857874,0.039511085844229674,0.0,0.29753427802283716
MROH6,0.013131313131313131,0.0,0.0,0.09097725568607848,0.0,0.0,0.1834815570782913,0.0,0.0,0.0,0.0
ZNF33B,0.0,0.0,0.1662206957146851,0.05920829085966701,0.0,0.1597017875538671,0.13451304854935123,0.0,0.0,0.06403622250970246,0.0
RPSAP74,0.5069480231865733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERMARD,0.1487032799389779,0.0,0.0,0.045786612300373765,0.0,0.0,0.01120790202653448,0.0,0.0,0.0,0.06086387434554974
SNRNP200,0.0,0.0,0.0,0.0,0.0,0.0,0.08180857267823298,0.0,0.0,0.0,0.0
LAMB3,0.0,0.0,0.0,0.0,0.0,0.0,0.3184267020711655,0.0,0.12455232789494627,0.0,0.0
LINC02053,0.0,0.0,0.0,0.3518754039340062,0.0,0.0,0.022306458667444233,0.0,0.0,0.0,0.0
AC091544.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3764926876407428,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.21927151680978227,0.0,0.0,0.04607085580988482,0.0,0.6660545522808112,0.0,0.0
FAM214B,0.018954996186117467,0.0,0.0,0.0,0.0,0.0,0.10026971861787433,0.0,0.0,0.0,0.0
ACSL6,0.38090910056575744,0.0,0.0,0.0,0.0,0.0,0.007162122758419594,0.0,0.0,0.0,0.0
AC064807.1,0.06514111365369947,0.0,0.0,0.0,0.0,0.0,0.05472736550517568,0.0,0.0,0.5589758236528031,0.0
AC107973,0.0,0.0,0.0,0.0,0.0,0.0,0.582285854762366,0.0,0.0,0.0,0.0
POU3F2,0.831152605182336,0.0,0.0,0.2670909195068567,0.0,0.0,0.0,0.07264760147601476,0.37568145569724065,0.0,0.0
TLDC2,0.0,0.327633453847594,0.0,0.0,0.0,0.0,0.0,0.0,0.343576942270881,0.0,0.0
CCDC177,0.0,0.0,0.0,0.5380694471035955,0.0,0.0,0.06793993293483015,0.0,0.0,0.0,0.0
FRMPD3,0.2674663036826862,0.0,0.0,0.015871032241939514,0.0,0.0,0.13241726199154397,0.0,0.0,0.0,0.0
AGRN,0.1837465564738292,0.0,0.0,0.0,0.0,0.0,0.249452776243771,0.0,0.0,0.0,0.0
USPL1,0.0,0.12222611539359962,0.0,0.0,0.0,0.1751068878676239,0.07433663799387666,0.0,0.0,0.0,0.0
AC139453,0.0,0.0,0.0,0.0,0.0,0.0,0.2931478864586778,0.0,0.04078790290489455,0.0,0.0
PCDHGA9,0.3484476130540016,0.0,0.0,0.06692076980754812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01845,0.0,0.758688578789061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPSAP2,0.03832951945080092,0.0,0.06324200913242009,0.03385151206252124,0.0,0.0,0.0,0.14454566420664205,0.06646768997536479,0.0,0.0
AC120053,0.05434782608695652,0.0,0.0,0.0,0.02285606346807707,0.0,0.003918209651552705,0.0,0.08034868296380519,0.0,0.0
NBPF10,0.539637264867885,0.3283697738771325,0.0,0.24666348947549677,0.0,0.0,0.0,0.0,0.28528835731615065,0.0,0.0
AC022523.1,0.13590449954086317,0.0,0.0,0.0,0.0,0.0,0.3765512873889201,0.0,0.0,0.0,0.0
AC011997,0.008815426997245178,0.0,0.0,0.0,0.0,0.0,0.3791530407726784,0.0,0.0,0.0,0.0
FBXO5,0.0,0.0,0.0,0.0,0.39396492991790233,0.0,0.1047164309666132,0.0,0.0,0.0,0.0
TBC1D8,0.0,0.0,0.0,0.030326197757390417,0.0,0.3678510471935772,0.14331535209214172,0.0,0.0,0.0,0.0
AC008691,0.0,0.7354639738874464,0.0,0.0,0.0,0.0,0.3955971968632743,0.0,0.0,0.0,0.0
ZBTB49,0.0,0.0,0.0,0.0,0.0,0.5118521913961336,0.17772270010205568,0.0,0.0,0.0,0.0
ZNF765,0.0,0.0,0.0,0.0,0.4267107138803402,0.0,0.06006706516984983,0.017585332103321034,0.0,0.0,0.0
ZNF680,0.2768150211939804,0.0,0.0,0.0,0.12373926036608143,0.0,0.0,0.0,0.12256016676141747,0.0,0.0
GP6,0.0,0.0,0.42152993102240116,0.0,0.0,0.0,0.23350707100160373,0.0,0.0,0.0,0.0
AC004494.1,0.0,0.0,0.0,0.0,0.21175461849594251,0.0,0.1762829858579968,0.0,0.0,0.0,0.0
RNF180,0.0,0.0,0.0,0.0,0.0,0.0,0.11792899839626768,0.0,0.1845745688838355,0.042852522639068566,0.2829521819355427
AC243919,0.11019283746556474,0.0,0.0,0.0,0.0,0.0,0.14949336637993876,0.0,0.07331874253879825,0.0,0.0
SERTAD3,0.12137420174454691,0.3360060941421455,0.0,0.2402059036361502,0.0,0.0,0.0,0.21506343843785863,0.0,0.0,0.0
RN7SKP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5216342787995639,0.0,0.0
CLDN6,0.0,0.0,0.0,0.0,0.0,0.0,0.24150533386013434,0.0,0.0,0.0,0.0
LINC01257,0.0,0.0,0.0,0.5587976060328911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009097.2,0.4734572051283743,0.0,0.0,0.0,0.0,0.0,0.0,0.04143993302637087,0.0,0.0,0.0
AC099518.1,0.15325507453163623,0.5573506576453952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHRHR,0.4241122945048153,0.0,0.0,0.2639634580853503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC19,0.0,0.4147805218127648,0.0,0.0,0.0,0.0,0.18089371628517276,0.0,0.0,0.0,0.0
AC068533.3,0.0,0.0,0.0,0.0,0.0,0.0,0.15452325411867618,0.0,0.0,0.14967037494849608,0.0
AC027801.4,0.0,0.0,0.0,0.0,0.0,0.0,0.52302999914441,0.0,0.0,0.0,0.0
GRB7,0.0,0.0,0.0,0.0,0.0,0.0,0.5274429967599271,0.0,0.0,0.0,0.0
AP001781.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3785049854756264,0.0,0.0,0.0,0.0
AP000265,0.0,0.0,0.0,0.0,0.0,0.0,0.4601647761373202,0.0,0.0,0.0,0.0
TTLL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6652514130336579,0.0,0.0
AL590095,0.07411456055968518,0.39494665320808764,0.0,0.0,0.0,0.0,0.0,0.0,0.11994887000224358,0.0,0.0
AC009312,0.0,0.0,0.0,0.0,0.0,0.0,0.4538177676051098,0.0,0.16096299243931556,0.0,0.0
AC009652,0.00404040404040404,0.0,0.0,0.0,0.0,0.0,0.2761293853288763,0.0,0.0,0.0,0.0
AC004130,0.6351851946749772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354732,0.1378500899380667,0.0,0.0,0.28116518750836106,0.0,0.0,0.010661175098410847,0.0,0.09692696330417813,0.0,0.0
AC095055,0.36345617010094433,0.0,0.0,0.0,0.0,0.0,0.0,0.33412691113512416,0.0,0.0,0.0
PEX5L-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8029233186946552,0.0,0.0,0.0
ERCC6L,0.0,0.0,0.0,0.0,0.4840388830495446,0.0,0.11953273071876366,0.0,0.0,0.0,0.0
AL133255,0.24248893067386385,0.0,0.0,0.5321301865342616,0.0,0.0,0.0,0.07743825868564252,0.0,0.0,0.0
CDKL4,0.0,0.0,0.0,0.324178044975073,0.0,0.0,0.18102128590173494,0.0,0.0,0.0,0.0
PITPNM2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.04975215045925062,0.0,0.0,0.8094531919647936,0.0
AL135818.1,0.0,0.0,0.0,0.0,0.0,0.0,0.436459449958161,0.007905727923627684,0.0,0.0,0.0
GSTZ1,0.029900839054157132,0.0,0.0,0.10353198737352698,0.0,0.0,0.0,0.3480896990627958,0.0,0.0,0.0
TRPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5740808078635333,0.0,0.0,0.0
AC087672,0.0,0.8064034159024581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068643,0.08372474407630834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075250596407667,0.0,0.0
CSF2RB,0.032520769567118496,0.8371416124669611,0.0,0.0,0.0,0.0,0.0,0.0,0.02904659717964439,0.0,0.0
GNG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7093571418019442,0.06721336603310853,0.0,0.0
Z82173,0.0,0.0,0.0,0.0,0.0,0.0,0.380570904743853,0.0,0.15837644249900518,0.0,0.0
IGFLR1,0.23572817473618837,0.5804974350901935,0.0,0.02587956698240866,0.0,0.0,0.0,0.21560122289429257,0.0,0.0,0.0
NASP,0.25795347930480944,0.0,0.0,0.011382942575603126,0.0,0.0,0.0,0.1888261070110701,0.181826795527762,0.0,0.0
SHH,0.0,0.0,0.0,0.0,0.0,0.0,0.14069106283714827,0.0,0.2580863531883161,0.0,0.0
RAB18,0.0,0.0,0.0,0.0,0.0,0.238488518729361,0.09390946202070273,0.0,0.0,0.0,0.0
CARMIL3,0.029938977879481313,0.0,0.07719773454814086,0.0,0.0,0.0,0.11517713952471206,0.0,0.0,0.14698747408813417,0.0
DNAL1,0.0,0.0,0.08784699616990065,0.5235658373692141,0.0,0.0,0.13489575739903775,0.0,0.0,0.0,0.0
ETF1,0.0,0.0,0.0,0.07270667891980453,0.0,0.0,0.1309593235165476,0.0,0.0,0.0,0.0
AC032044.1,0.0,0.3912006848086695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011824.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6005648324069282,0.0,0.0,0.0,0.0
PPIL2,0.0,0.0,0.0,0.0,0.0,0.0,0.11142294795159645,0.0,0.0,0.0,0.0
AC011824.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7334449519265417,0.0,0.0,0.0,0.0
MSRB1,0.04017684274563521,0.015767344078486335,0.233244139142937,0.0,0.15436695761242258,0.0,0.0,0.02271678966789668,0.0,0.6799015114737863,0.0
ZNF582-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.11257107450065608,0.0,0.0,0.2429060187487574,0.0
ABCG8,0.0,0.0,0.0,0.0923519120219945,0.0,0.0,0.3566928275705785,0.0,0.0,0.0,0.0
AC107952,0.0,0.22078709394541646,0.0,0.0,0.0,0.0,0.1307588569762356,0.0,0.0,0.0,0.0
Z99127.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13578874471497304,0.0,0.0,0.0,0.0
GPSM1,0.2733694026229239,0.0,0.4571598099213612,0.0,0.0,0.0,0.0,0.0,0.17372831754753545,0.0,0.0
SLC35F2,0.0,0.08627049180327868,0.0,0.0,0.0,0.0,0.13192520775623268,0.0,0.0,0.0,0.0
NR2C1,0.0,0.0,0.0,0.0,0.0,0.0,0.10010570053943724,0.0,0.0,0.0,0.04124161358257321
XPA,0.0,0.0,0.0,0.0,0.0,0.0,0.05104607085580989,0.0,0.0861758574947887,0.0,0.0
ANKRD50,0.0,0.0,0.0,0.0,0.09516249533059395,0.2474569072991596,0.08534407348009913,0.0,0.1410365738108774,0.1677412861773355,0.0
CLUHP3,0.0,0.0,0.0,0.0,0.0,0.4943813766115942,0.20988846770666278,0.0,0.0,0.0,0.0
AC010235,0.03966437833714721,0.0,0.0,0.5745291040237284,0.0,0.0,0.0,0.6569893200741066,0.0,0.0,0.0
ALAD,0.03810068649885583,0.0,0.0,0.0,0.0,0.414718049679637,0.0816810030616708,0.0,0.0,0.0,0.0
TIMP2,0.0,0.32045550058143923,0.0,0.14895106711781864,0.29542838573697655,0.0,0.0,0.413109641901149,0.3791332352014753,0.1267698503898248,0.11008011270794399
AC010260,0.0,0.0,0.31068044862627503,0.0,0.0,0.0,0.0,0.3237677222942175,0.4062833668440543,0.33552497029711525,0.0
ATP1A1-AS1,0.0740274599542334,0.0,0.0,0.0,0.0,0.0,0.0009476600087476309,0.1177928966789668,0.0,0.0,0.0
PGPEP1,0.0,0.0,0.015759665107116475,0.0,0.0,0.0,0.14650459250619624,0.0,0.0,0.0,0.0
ADAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.1430837881276789,0.4446937881989226,0.0,0.0,0.0
ATAD5,0.0,0.0,0.0,0.0,0.0,0.0,0.15599941682461,0.0,0.0,0.0,0.07198952879581152
AC103726,0.35944721383123596,0.0,0.0,0.79067973826956,0.0,0.0,0.0,0.0,0.31369785554121415,0.0,0.0
PILRB,0.0,0.0,0.0,0.0,0.0,0.0,0.17094328619332264,0.0,0.0,0.0,0.0
AIFM1,0.08771929824561403,0.0,0.0,0.0,0.0,0.0,0.029741944889925646,0.005189114391143911,0.0,0.0,0.0
AL137779.2,0.0,0.07589305202936344,0.0,0.0,0.049301095579901776,0.0,0.17187272197113282,0.0,0.0,0.0,0.0
AKR1C2,0.0,0.0,0.2890519678190911,0.0,0.7156619896831093,0.0,0.03165548913835836,0.0,0.0,0.0,0.7144124335251151
GPT2,0.4993652322797395,0.0,0.0,0.0,0.0,0.0,0.04594328619332264,0.0,0.0,0.0,0.0
ANKRD20A3,0.0,0.0,0.0,0.05479880029992502,0.0,0.0,0.5663607540619627,0.0,0.008754476721050538,0.0,0.0
AC009902,0.22399356445746033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30935059336195636,0.0,0.0
VSX1,0.3950969991985913,0.0,0.0,0.02249661705006766,0.0,0.0,0.0,0.1176982419808501,0.8718193673195512,0.0,0.0
AC005899,0.0,0.0,0.0,0.0,0.0,0.0,0.04450357194926374,0.19199451299614667,0.0,0.0,0.0
LAMA5,0.1424782048370103,0.0,0.47936552773955954,0.11341882782336657,0.15838625326858424,0.0,0.042061525003644844,0.0,0.0,0.0,0.26088904409954117
