gene,astrocyte,central nervous system macrophage,choroid plexus epithelial cell,endothelial cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
EIF3J-AS1,0.0,0.0,0.0,0.0,0.47193944705055124,0.0,0.022543112403906086,0.05641778523489933,0.0,0.0,0.0
LONP2,0.0,0.0,0.0,0.0,0.0,0.0,0.1329533446691093,0.0,0.0,0.0,0.0
ZKSCAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2424147091722595,0.0,0.0,0.0
STK32C,0.0,0.0,0.07468495181616013,0.0,0.0,0.0,0.16285753861070712,0.0,0.0,0.0,0.0
AC018946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6133830585298596,0.0,0.0,0.0
VCP,0.0,0.0,0.0,0.0,0.0,0.0,0.08774845903455918,0.0,0.0,0.237615261635097,0.0
MIGA1,0.0,0.0,0.06271995977878331,0.0,0.0,0.0,0.037814253064616665,0.060262863534675616,0.0,0.0,0.0
CRTC1,0.0,0.0,0.0,0.0,0.0,0.0002288329519450801,0.1456472054851444,0.0,0.0,0.0,0.0
TMEM86B,0.09345384345384346,0.0,0.0,0.0,0.0,0.0,0.24205693020919178,0.0,0.0,0.0,0.0
APOA1-AS,0.0,0.0,0.29971822350264177,0.0,0.0,0.0,0.0,0.6939500009317631,0.0,0.0,0.0
PCED1B,0.0,0.5835549120856602,0.0,0.0,0.0,0.6744499499263498,0.041000069256873745,0.0,0.0,0.0,0.0
ATF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0692222453078468,0.0,0.0,0.0,0.0
USP34,0.0,0.03736122971818958,0.0,0.0,0.0,0.0,0.20603574729268218,0.0,0.0,0.0,0.0
AC025043,0.0,0.0,0.0,0.0,0.0,0.0,0.3766872679635346,0.0893669446550417,0.0,0.0,0.0
AC138649.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4049042495418922,0.0,0.09451927542963307,0.0,0.0
ATP6V1D,0.0,0.0,0.0,0.0,0.0,0.06980285161063193,0.08082277166008726,0.0,0.0,0.0,0.0
ZMYND19,0.0,0.0,0.0,0.0,0.0,0.0,0.246441239778522,0.0,0.0,0.0,0.0
ENSA,0.0,0.0,0.0,0.0,0.0,0.0,0.22880574446276788,0.0,0.0,0.0,0.0
SLC17A7,0.0,0.0,0.0,0.0,0.0,0.0,0.5322287475225589,0.0,0.0,0.0,0.0
ATOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.011531269478495742,0.41934935436780346,0.0,0.0,0.0
AC139493,0.02184977184977185,0.0,0.0,0.0,0.0,0.0,0.34167883956825224,0.0,0.0,0.0,0.0
RFPL2,0.0,0.0,0.0,0.0,0.0,0.0,0.5957876921353795,0.0,0.0,0.0,0.0
LIN28B,0.0,0.0,0.0,0.0,0.0,0.0,0.6923382164753427,0.0,0.0,0.0,0.0
IFNAR1,0.0,0.0,0.0,0.04666073262206835,0.0,0.0,0.08054574416510839,0.0,0.0,0.0,0.0
SH3BGR,0.10988306620574063,0.0,0.0,0.0,0.730110672896246,0.0,0.0,0.10199541251337788,0.0,0.0,0.0
NRG3,0.20779139151232173,0.0,0.0,0.0,0.0,0.0,0.34652327538698285,0.0,0.0,0.0,0.04824561403508772
KIAA1644,0.0,0.0,0.0,0.0,0.0,0.0,0.614988376383313,0.0,0.0,0.0,0.0
PFKP,0.3851461889252587,0.0,0.04929577464788732,0.0,0.0,0.0,0.19237852668322883,0.0,0.0,0.0,0.0
KLF6,0.0,0.11685169370908056,0.0,0.34711959122603764,0.0,0.32817629459161735,0.13039337904287002,0.0,0.0,0.4465474815091669,0.0
ARL6IP4,0.0,0.0,0.0,0.0,0.0,0.0,0.07763695546783018,0.0,0.0,0.2196823980418938,0.0
LINGO2,0.0,0.0,0.0,0.0,0.0,0.2910191067513722,0.7667948318017238,0.0,0.0,0.0,0.0
PFDN2,0.0,0.0,0.0,0.0,0.0,0.0,0.11801371286100146,0.16631918119787717,0.0,0.0,0.7347523601501927
BCAS4,0.0,0.0,0.0,0.0,0.0,0.0,0.4005845654812814,0.0,0.0,0.0,0.0
PHB2,0.0,0.0,0.0,0.0,0.0,0.1666287386927418,0.07893552185054367,0.0,0.0,0.20815578957658826,0.0
PNN,0.08549280177187155,0.0,0.05555555555555555,0.0,0.0,0.0,0.01246623727404945,0.013073266219239373,0.0,0.16441327958795207,0.0
MYO9A,0.0,0.0,0.0,0.0,0.0,0.0,0.2224069251285913,0.0,0.0,0.0,0.0
IFNLR1,0.0,0.2550964885166926,0.0,0.0,0.0,0.0,0.1733326407645959,0.0,0.0,0.0,0.0
SCYL1,0.0,0.0,0.0,0.0,0.0014851485148514852,0.0,0.13565690144746867,0.0,0.0,0.0,0.0
SMG6,0.0,0.0,0.0,0.0,0.18322981366459629,0.0,0.04872221067940993,0.0,0.0,0.0,0.0
PREB,0.0,0.0,0.0,0.048840248284874224,0.0,0.0,0.09628436872359582,0.0,0.0,0.0,0.0
AL353743.1,0.019158361018826134,0.011457443780244806,0.0,0.11901109283498297,0.0,0.34962062376558467,0.00013851374748943831,0.08025727069351231,0.0,0.0,0.0
TIAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.01923609668259575,0.11703020134228188,0.0,0.0,0.0
WIPI1,0.0,0.07059493310560774,0.030540982236011045,0.0,0.0,0.06427355278093076,0.007774084077844726,0.042086129753914986,0.0,0.1065308378197633,0.0
AC005696,0.04826254826254826,0.0,0.0,0.0,0.0,0.0,0.3603770438455314,0.0,0.0,0.0,0.0
SH3GL1,0.0,0.18377100918158557,0.0,0.0,0.022937293729372938,0.0,0.17021608144608352,0.0,0.0,0.0,0.0
AC058822,0.0,0.0,0.0,0.0,0.0,0.0,0.17996398642565276,0.0,0.0,0.0,0.0
PRDM15,0.0,0.0,0.0,0.0,0.0,0.0,0.12090518733984348,0.0,0.0,0.0,0.0
TRIM44,0.0,0.0,0.0,0.0,0.0,0.0,0.1534243118276502,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.31213128867771966,0.0,0.0,0.0,0.0
NUCB2,0.0,0.0,0.0,0.27349617346220156,0.0,0.02002288329519451,0.1719648175081377,0.0,0.0,0.0,0.0
PTPN3,0.0,0.0,0.18143068939955523,0.0,0.0,0.0,0.4021984728859339,0.0,0.0,0.0,0.0
URB1,0.0,0.0,0.0,0.0,0.0,0.0,0.09609391232079784,0.0,0.0,0.0,0.0
DOPEY2,0.0,0.07919254658385093,0.0,0.01813541106931757,0.0,0.0,0.22695294956739948,0.0,0.0,0.0,0.0
HDGF,0.0,0.0,0.0,0.0,0.0,0.0,0.1277443036221345,0.0,0.0,0.0,0.0
CACNG2,0.0,0.0,0.0,0.0,0.0,0.0,0.6808401225373106,0.0,0.31432579598782007,0.0,0.0
MRS2,0.017253861003861004,0.0,0.0,0.0,0.0,0.0,0.3864402018495815,0.0,0.0,0.0,0.0
DCAF6,0.0,0.0,0.0,0.0,0.0,0.0,0.19220038383029842,0.0,0.0,0.0,0.0
CREG1,0.0,0.29505746170513303,0.0,0.0,0.0,0.0,0.2512583546415065,0.0,0.0,0.0,0.0
TIPRL,0.0,0.0,0.0,0.0,0.0,0.0,0.16193988503358958,0.0,0.0,0.0,0.0
DNAH14,0.0,0.0,0.08395107487027428,0.0,0.0,0.0,0.30528777160485177,0.0,0.0,0.0,0.0
GPR161,0.08826561951561951,0.0,0.0,0.0,0.0,0.0,0.16682249463259227,0.0,0.0,0.0,0.0
SGPL1,0.0,0.0,0.0,0.0,0.05315336837075967,0.0,0.12519911351201607,0.0,0.0,0.16855837070240393,0.0
TMCO1,0.0,0.0,0.010934025203854707,0.0,0.0,0.0,0.06974167186093219,0.0,0.0,0.0,0.0
TMX1,0.13209586431679823,0.19945251566408745,0.01783069982855592,0.0071246819338422395,0.0,0.0,0.0,0.06201062639821029,0.14385287007627404,0.0,0.0
RPS24,0.0,0.0,0.0,0.0,0.0,0.011784897025171624,0.08042454463605513,0.0,0.0,0.0,0.0
TTC21B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.24441875903966342,0.0,0.0562006502554575,0.0,0.0
RPSA,0.0,0.0,0.0,0.0,0.0,0.29878694367024794,0.052496710298497125,0.0,0.0,0.0,0.0
MAPK6,0.0,0.0,0.0,0.0,0.29083940844913647,0.0,0.027737377934760023,0.23483259850439203,0.0,0.0,0.0
PGS1,0.0,0.158656867599888,0.0,0.0,0.0,0.0,0.06619225708151534,0.0,0.0,0.0,0.0
AMPD3,0.0,0.34195504026327495,0.015434834642927903,0.0,0.0,0.0,0.0,0.5775331728403168,0.0,0.0,0.0
RTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.3332516784583345,0.0,0.0,0.0,0.0
KCNJ6,0.0,0.0,0.0,0.07925846319183234,0.0,0.0,0.6375548787905425,0.0,0.0,0.0,0.0
APTR,0.0,0.0,0.0,0.0,0.0,0.0,0.055907611330424545,0.0,0.0,0.0,0.0
MAEL,0.0,0.0,0.0,0.0,0.0,0.0,0.22889987150414282,0.0,0.0867394333488156,0.0,0.0
ATG2B,0.0,0.0,0.0,0.0,0.0,0.0,0.056894521781286796,0.12651630022744503,0.08428667563930013,0.0,0.0
ARFGEF1,0.0,0.0,0.0,0.0,0.0,0.1151578453858082,0.11949493148754362,0.0,0.0,0.0,0.29289812591014985
ZFAT,0.0,0.13061333695878283,0.0,0.0,0.0,0.0,0.15288454879146754,0.0,0.0,0.0,0.0
WDR59,0.12541528239202657,0.0,0.0,0.0,0.0,0.0,0.011306184638825403,0.026073653774722563,0.0,0.0,0.0
ILDR2,0.028716216216216218,0.0,0.0,0.0,0.0,0.0,0.10329662719024864,0.0,0.5129124419954351,0.0,0.0
RASA1,0.0,0.0,0.0,0.07290076335877863,0.0,0.0,0.16564938581403232,0.0,0.0,0.11898729665749495,0.0
PDK3,0.0,0.0,0.0,0.0,0.0,0.15446991033375473,0.20248978461112266,0.0,0.0,0.0,0.0
NUBPL,0.023809523809523808,0.0,0.08308195072900955,0.0,0.0,0.0,0.00742779970912113,0.07746085011185683,0.0,0.0,0.0
MTF2,0.0,0.0,0.0,0.0,0.0,0.0,0.059353140799224324,0.0,0.0,0.0,0.0
SCRIB,0.6161131327074842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05936835712116611,0.0,0.0
ITGB3BP,0.0,0.0,0.0,0.0,0.0,0.0,0.08513401205069603,0.0,0.0,0.0,0.0
PLEKHH3,0.11373200442967885,0.0,0.0,0.0,0.17181608031801748,0.0,0.0677678509592077,0.0,0.0,0.0,0.0
AC068620,0.4102965884942629,0.0,0.0,0.0,0.0,0.0,0.09865641664935244,0.0,0.0,0.0,0.0
SPAG16,0.0,0.0,0.0,0.0,0.0,0.0,0.1976327635195838,0.0,0.0,0.0,0.0
AL157832,0.017615830115830115,0.0,0.0,0.0,0.2969180605934705,0.0,0.1486425652746035,0.0,0.0,0.0,0.0
AC079305,0.0755813953488372,0.0,0.466650022577873,0.0,0.0,0.0,0.03919939053951105,0.0,0.0,0.0,0.0
MAST4,0.14640088593576966,0.0,0.0,0.0,0.0,0.0,0.2924527308404405,0.0,0.0,0.0,0.06026239290085679
TMSB4X,0.0,0.2254446127106153,0.0,0.0,0.0,0.4332401346686848,0.050038091280559596,0.0,0.0,0.0,0.0
ZMYM1,0.0,0.027540563620836893,0.11623509990718042,0.0,0.0,0.0,0.0,0.10076458463719887,0.08723048891588217,0.0,0.0
POLR3C,0.0,0.23381584856213317,0.0,0.0,0.01023102310231023,0.0,0.08972227993628368,0.0,0.0,0.0,0.0
C1orf43,0.0,0.0,0.0,0.0,0.0,0.0,0.048514440058175776,0.0,0.0,0.0,0.5808829827577182
FMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.3269762884129167,0.0,0.0,0.0,0.0
AC114284,0.0,0.0,0.0,0.0,0.0,0.0,0.2671947016316142,0.0,0.0,0.0,0.0
TPM3,0.0,0.0,0.0,0.0,0.0,0.0,0.18193780732737724,0.0,0.0,0.0,0.0
AC087280,0.0,0.0,0.0,0.0,0.0,0.0,0.6956116731485207,0.0,0.0,0.0,0.0
NDUFS8,0.0,0.0,0.0,0.19888459031268746,0.0,0.0,0.11271556201953044,0.0,0.0,0.0,0.0
HDAC7,0.059357696566998894,0.0,0.0,0.0,0.2772649000598243,0.0,0.10002423990581065,0.0,0.0,0.0,0.0
HSF1,0.0,0.0,0.0,0.0,0.0,0.3853319868602131,0.11063785580718886,0.0,0.0,0.0,0.0
SFSWAP,0.017054263565891473,0.0,0.0,0.0,0.0,0.0,0.008674423436526075,0.07319630872483221,0.0,0.0,0.0
QSER1,0.0,0.0,0.0,0.0,0.15695174390826563,0.0,0.07819101045778794,0.0,0.0,0.0,0.0
AC093580,0.0,0.0,0.0,0.0,0.0,0.0,0.7012834648181598,0.0,0.0,0.0,0.0
RIPPLY2,0.0,0.0,0.0,0.0,0.0,0.0,0.37430500967252844,0.0,0.0,0.0,0.0
AC009063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2851751652412425,0.0,0.0,0.0
ATG9B,0.0,0.0,0.0,0.0,0.0,0.0,0.37561041886006574,0.0,0.0,0.0,0.0
SDCCAG3,0.0,0.0,0.0,0.3491854751543897,0.0,0.0,0.15847704134635363,0.0,0.0,0.0,0.0
PIK3R2,0.0,0.0,0.14327466745379797,0.0,0.0,0.0,0.13532793129718124,0.0,0.0,0.0,0.0
TMEM106B,0.0,0.0,0.0,0.0,0.0,0.0,0.09789459103816053,0.0,0.0,0.0,0.0
AC126768.2,0.3078163390663391,0.0,0.0,0.0,0.0,0.0,0.43039529711693236,0.0,0.27935346716434983,0.0,0.0
YBX1,0.0,0.0,0.0,0.0,0.3067844879868381,0.0,0.06454740633007826,0.0,0.040996052232007286,0.0,0.0
AL596220,0.0,0.0,0.0,0.0,0.0,0.0,0.3191965574488402,0.02028051554207733,0.022039030955585466,0.0,0.4286825756795815
ZNF529,0.0,0.0,0.0,0.0,0.0,0.0,0.05528429946672207,0.0,0.0,0.0,0.0
TCEAL7,0.0,0.0,0.0,0.0,0.0,0.0,0.1334926241429462,0.13675132676269902,0.0,0.3162576135039642,0.0
ISCA2,0.0,0.0,0.0,0.0,0.07245241485448115,0.0,0.08648452108871806,0.0,0.0,0.09107497887111221,0.0
RALBP1,0.0,0.11967613132209405,0.0,0.0,0.45322739754610564,0.0,0.09936629960523582,0.0,0.0,0.0,0.0
ZNF566,0.0,0.0,0.0,0.0,0.3126883157069069,0.0,0.11538195165870213,0.006728582259287339,0.0,0.0,0.0
GPBP1,0.0028792912513842745,0.0,0.0,0.0,0.0,0.0,0.024631497284716836,0.16652684563758388,0.1242028545399332,0.0,0.0
ZNF768,0.29120741429540514,0.0,0.0,0.0,0.0,0.0,0.00922847842648383,0.0,0.0,0.0,0.0
ERVK13-1,0.0,0.0,0.0,0.0,0.15322173759676164,0.0,0.12279243714938708,0.0,0.0,0.0,0.0
DGAT2,0.0001755001755001755,0.0,0.0,0.0,0.0,0.0,0.279843133710455,0.07681043663471779,0.0,0.0,0.0
NUDT5,0.0,0.0,0.0,0.0,0.0,0.0,0.08851028464575109,0.0,0.0,0.002668607472100922,0.0
LINC01339,0.0,0.0,0.0,0.0,0.0,0.0,0.39349444451857263,0.0,0.0,0.0,0.0
CRELD1,0.0,0.0,0.0,0.0,0.0,0.0,0.13719786688828867,0.0,0.0,0.0,0.0
ATP5C1,0.0,0.0,0.0,0.0,0.0,0.0,0.04602119260336589,0.0,0.0,0.06460267943731327,0.0
CYP4X1,0.0,0.0,0.0,0.0,0.0,0.0,0.5384808051594347,0.0,0.0,0.19868232572482872,0.0
GPC1,0.06672297297297297,0.0,0.0,0.0,0.0,0.0,0.16173211441235544,0.0,0.0,0.2148105346582172,0.0
MEIOB,0.0,0.0,0.0,0.0,0.0,0.0,0.36185231321135225,0.004792332268370607,0.0,0.0,0.0
CA11,0.0,0.0,0.0,0.0,0.0,0.0,0.30246854481854485,0.0,0.0,0.297127418507748,0.0
CYP51A1,0.0,0.0,0.06460532931121167,0.0,0.0,0.0,0.03383198282429531,0.0,0.08115699969632553,0.0,0.0
GABRB3,0.0,0.0,0.0,0.0,0.0,0.0,0.4440823010217511,0.0,0.0,0.0,0.25655344757241944
WWP2,0.0,0.08959578707657273,0.0,0.0,0.0,0.0,0.0,0.1621923937360179,0.29936476606135354,0.0,0.0
ELOVL2-AS1,0.3925137993265273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNB5,0.0,0.0,0.0,0.0,0.0,0.057837328575314845,0.30657600589400685,0.0,0.0,0.0,0.0
PRKG1,0.25763494078676774,0.0,0.0,0.0,0.08898709985666507,0.0,0.09761756354318166,0.0,0.0,0.3374339884469457,0.394904453975923
CHRNA4,0.01763776763776764,0.0,0.0,0.0,0.0,0.0,0.21705179683464318,0.0,0.030190431955411056,0.0,0.0
SPHK2,0.0,0.0,0.0,0.0,0.017319636884854276,0.0,0.05486875822425376,0.0,0.0,0.26072766131109604,0.7521934872524418
COX16,0.0,0.0,0.0,0.0,0.0,0.0,0.11432578433409515,0.0,0.0,0.0,0.0
PGAM1P5,0.0,0.0,0.0,0.372327928038227,0.0,0.0,0.15613962185746935,0.0,0.003416337686000607,0.0,0.0
GABRA5,0.0,0.0,0.0,0.0,0.0,0.0,0.653576947232316,0.0,0.0,0.0,0.0
LINC02217,0.0,0.0,0.0,0.18923501730266595,0.0,0.0,0.5919045234507749,0.0,0.0,0.0,0.0
SLC25A26,0.0,0.0,0.0,0.0,0.0,0.3105188301107036,0.0698282429531131,0.0,0.0,0.0,0.0
SCAF1,0.0,0.0,0.0,0.0718719372754002,0.0,0.0,0.07639033174042524,0.0,0.0,0.0,0.0
MXD1,0.0,0.0,0.0,0.0,0.007260726072607261,0.0,0.1416123087841085,0.0,0.0,0.0,0.0
SUPT20H,0.0,0.0,0.0,0.0,0.0,0.0,0.05310270794376342,0.0,0.0,0.0,0.0
CSRNP1,0.16435169690983642,0.09498431423316425,0.0,0.0,0.0,0.0,0.039805388184777336,0.0,0.0,0.0,0.0
ZNF22,0.0,0.0,0.18004351213674363,0.0,0.0,0.28927913716434794,0.02789320590068564,0.013492729306487697,0.019814758578803524,0.0,0.0
POMGNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.15633007826026732,0.0,0.004037685060565276,0.3876536402007856,0.0
VTI1B,0.0,0.0,0.04472325224564564,0.0,0.0,0.0,0.1533693469076806,0.0,0.0,0.12490488053626854,0.0
LIMCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.22449113256802608,0.19197427293064878,0.0,0.0,0.1962884212814148
MANEAL,0.0,0.0,0.0,0.0,0.0,0.0,0.4132849863831067,0.0,0.08859730608453321,0.0,0.0
TNPO3,0.0,0.0,0.0,0.0,0.0,0.09105569113416578,0.06943001592908096,0.0,0.0,0.028202328966521105,0.0
TMEM161A,0.0,0.0,0.0,0.0,0.0,0.0,0.1261860239628783,0.0,0.0,0.0,0.0
LRRC53,0.0,0.0,0.0,0.1796798431885005,0.0,0.0,0.1796696447122377,0.0,0.0,0.0,0.0
VSTM4,0.06345514950166113,0.0,0.21943776440054943,0.0,0.0,0.0,0.0028568460419696653,0.10588877624055917,0.053143030671120556,0.0,0.0
CAPN15,0.04363233665559247,0.0,0.1599991006171206,0.0,0.0,0.0,0.08644989265184569,0.0,0.0,0.0,0.0
PACSIN1,0.0,0.0,0.0,0.09349811929070392,0.0,0.0,0.3891975528954684,0.0,0.0,0.0,0.6144928729695056
VSTM5,0.0,0.0,0.0,0.0,0.0,0.3649669861200081,0.33146160524261786,0.0,0.0,0.0,0.0
LENG8-AS1,0.0,0.0,0.04966641957005189,0.0,0.0,0.0,0.10887180552669852,0.0,0.0,0.0,0.0
CDV3,0.0,0.10628613937685125,0.0,0.0,0.4444394034927153,0.0,0.07768889812313873,0.0,0.0,0.0,0.0
PPP2R3C,0.0,0.046362023070097604,0.0,0.0,0.0,0.0,0.0046228963224600045,0.27928211707058936,0.0,0.0,0.0
PCDH9,0.19318936877076412,0.0,0.0,0.0,0.0,0.0,0.22556245151280063,0.2386045861297539,0.18941694503492257,0.0,0.0
NAGK,0.0,0.1967262780583453,0.0,0.0,0.0,0.0,0.015201883786965856,0.05018838207034344,0.0,0.0,0.0
ATP6V1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.32855664756913666,0.0,0.0,0.0,0.0
SEPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.02214488537987395,0.0,0.0611904038870331,0.0,0.0
AL390726,0.0,0.0,0.0,0.0,0.0,0.0,0.2880060596587606,0.0,0.11820715281003251,0.0,0.0
THBS3,0.0,0.0,0.0,0.0,0.3142549357187788,0.0,0.17239767296904218,0.0,0.0,0.0,0.0
USP48,0.0,0.0,0.0,0.0,0.0,0.0,0.03655031511877554,0.0,0.0,0.013888888888888888,0.0
BBOX1-AS1,0.20333889083889084,0.0,0.0,0.0,0.0,0.0,0.32114521994520545,0.0,0.0,0.0,0.0
AL359915.1,0.0,0.0,0.0,0.0,0.0,0.0,0.32283674725244005,0.0,0.0,0.0,0.0
NRCAM,0.30944583778886103,0.0,0.0,0.0,0.0,0.0,0.3268168874585473,0.0,0.47847243190471495,0.0,0.0
GPATCH2L,0.0,0.0,0.06636500754147813,0.0,0.0,0.0,0.046765703996121614,0.0,0.0,0.0,0.0
MEF2D,0.0,0.0,0.0,0.0,0.0,0.0,0.11572823602742573,0.0,0.0,0.45210741363554713,0.0
DDX24,0.0,0.0,0.0,0.0,0.0,0.16706292085174906,0.1179963046165536,0.0,0.0,0.0,0.0
AL080273,0.0,0.0,0.0,0.0,0.0,0.0,0.27858418617772585,0.0,0.1944960520204366,0.0,0.0
ALG6,0.0,0.0,0.0,0.0,0.0,0.0,0.1070018699355911,0.05842494313874147,0.056695827725437416,0.0,0.0
PTPN2,0.0,0.022182786157941437,0.0,0.0,0.0,0.0,0.11948542142807674,0.0,0.0,0.0,0.0
MPRIP,0.0,0.0,0.0,0.0,0.0,0.0,0.13353661488412422,0.0,0.0,0.26351577221226374,0.0
P3H2,0.0,0.5970840109505515,0.0,0.0,0.0,0.0,0.3499226118169222,0.0,0.08781965006729475,0.0,0.0
LINC02102,0.0,0.0,0.0,0.0,0.0,0.0,0.18915329606593423,0.0,0.09986065954482118,0.0,0.0
AC010894.3,0.0,0.5756047217592493,0.0,0.0,0.0,0.0,0.0,0.7126807497205158,0.6229637881474249,0.0,0.0
AL159169.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19992369300948226,0.0,0.0,0.0,0.0
RAB33B,0.0,0.06561343580984913,0.0,0.0,0.05852842809364549,0.17118031912978368,0.08316019114897154,0.0,0.0,0.0,0.0
HECW2,0.0,0.0,0.0,0.0,0.0,0.0,0.259642783898513,0.3469871528084335,0.0,0.0,0.0
CHMP4A,0.0,0.0,0.0,0.0,0.0,0.0,0.08101322806288525,0.0,0.0,0.0,0.0
DDX52,0.0,0.0648846495119787,0.0,0.0,0.0,0.0,0.06401066555855668,0.0,0.0,0.0,0.0
NELL2,0.0,0.0,0.0,0.0,0.0,0.12730026457143162,0.4635687395978006,0.0,0.0,0.0,0.0
RPS10,0.0,0.0,0.0,0.06959287531806616,0.0,0.0,0.06129233326407646,0.0,0.0,0.042198369038157144,0.0
AL391811,0.0,0.0,0.0,0.0,0.0,0.0,0.40997588611204827,0.0,0.0,0.0,0.0
LSM8,0.0,0.05721605465414176,0.0,0.0,0.0,0.0,0.018941754969180692,0.07459451901565996,0.0,0.0,0.0
AIFM2,0.0,0.0,0.0,0.0,0.0,0.5250585563700666,0.1784749636401413,0.0,0.0,0.0,0.0
TMEM203,0.0,0.0,0.0,0.0,0.0,0.3803504574125189,0.13032412216912528,0.0,0.0,0.0,0.0
GTPBP4,0.0,0.0,0.164830829241924,0.0,0.0,0.07297297121795754,0.07424336865433895,0.0,0.0,0.0,0.0
ZDHHC11B,0.0,0.0,0.0,0.0,0.0,0.0,0.2726002192406372,0.3607124229234236,0.0,0.0,0.0
GCLM,0.0,0.0,0.0,0.09584920339975926,0.0,0.0,0.19374610430085185,0.0,0.0,0.0,0.0
IDI1,0.13223938223938225,0.0,0.0,0.0,0.0,0.0,0.0907084003595409,0.18432524639878695,0.03566621803499327,0.0,0.0
NEMP2,0.09819232689883692,0.05575115914692487,0.0,0.0,0.0,0.0,0.0,0.1567743288590604,0.34660592660274314,0.0,0.0
AC124657,0.12566838017419413,0.0,0.5221956736387574,0.0,0.0,0.0,0.13752683703857607,0.0,0.0,0.0,0.0
LRRC10B,0.0,0.0,0.0,0.0,0.0,0.0,0.39869469325029283,0.0,0.055039479795634,0.0,0.0
XPO4,0.0,0.0,0.0,0.0,0.0,0.0,0.055976868204169264,0.0,0.0,0.0,0.0
DOCK3,0.0,0.0,0.0,0.0,0.0,0.0,0.2601939912435456,0.0,0.0,0.0,0.0
GSTA4,0.0,0.0,0.0,0.0,0.0,0.0,0.1342717639725743,0.0,0.0,0.17639832189794774,0.0
CASP9,0.3061540531017275,0.0,0.0,0.0,0.0,0.0,0.07652884548791468,0.028714935557240334,0.0,0.0,0.0
COQ9,0.18919223323293088,0.0,0.0,0.0,0.0,0.0,0.10894106240044324,0.0,0.0,0.0,0.0
BHMT2,0.20202201070936715,0.0,0.0,0.12037763220682196,0.7431358756787072,0.0,0.03893967726296835,0.0,0.0,0.0,0.0
LRRC23,0.0,0.0,0.0,0.0,0.0,0.0,0.07088441027772006,0.0,0.0,0.3295003704466112,0.0
RAB40A,0.0,0.0,0.0,0.17023851048736588,0.0,0.0,0.135881986287139,0.0,0.0,0.0,0.0
USP24,0.06522702104097453,0.14567321377739822,0.0,0.0,0.0,0.0,0.0011946810720964056,0.0,0.34401982755860544,0.0,0.0
RCC1L,0.0,0.0,0.0,0.0,0.0,0.0,0.11349470184915852,0.0,0.0,0.02259580621836587,0.0
EXTL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3496876624438533,0.0,0.0,0.0
RAN,0.0,0.0,0.0,0.0,0.0,0.07574370709382151,0.15110118429254105,0.0,0.0,0.2583830093915177,0.0
THUMPD3-AS1,0.0,0.0,0.0,0.0,0.0,0.11904921459655005,0.031286792714176885,0.0,0.09960522320072882,0.0,0.0
FAM49B,0.0,0.2026757756902932,0.0,0.0,0.0,0.18281174918246115,0.23799533641727905,0.0,0.0,0.0,0.0
PPP1R26,0.41326667942053547,0.0,0.0,0.0,0.0,0.0,0.06792367892513332,0.0,0.0,0.0,0.0
HOOK3,0.0,0.0,0.0,0.0,0.0,0.0,0.05171516608942755,0.0,0.0,0.0,0.0
RALYL,0.0,0.0,0.0,0.0,0.0,0.0,0.4304245568236994,0.0,0.0,0.0,0.0
SNX5,0.017995570321151715,0.1145643977711383,0.0,0.0,0.0,0.3321326102211083,0.05350093496779555,0.0,0.0,0.0,0.0
RBPJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2846406599552573,0.20148800485879137,0.0,0.0
AL603839.3,0.0,0.0,0.0,0.0,0.0,0.0,0.024707389708428562,0.0,0.19776676656997857,0.06771505945032263,0.0
CHAF1A,0.0,0.0,0.0,0.0,0.0,0.5846640855115272,0.170164138790775,0.0,0.0,0.0,0.0
ZMYM6,0.0,0.07614574437802447,0.0,0.0,0.0,0.0,0.04979569222245308,0.0,0.0,0.0,0.5774137907576434
ANKRD20A11P,0.0,0.0,0.0,0.0,0.0,0.692107898951751,0.220531200221622,0.0,0.0,0.0,0.0
DNAAF1,0.09082134082134082,0.0,0.0,0.0,0.0,0.0,0.5514243799832008,0.0,0.0,0.0,0.0
PMS2P4,0.0,0.0,0.0,0.0,0.0,0.0,0.14275573100630237,0.0,0.0,0.0,0.0
