gene,Bergmann glial cell,astrocyte,central nervous system macrophage,choroid plexus epithelial cell,endothelial cell,ependymal cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
MYL9,0.0,0.0,0.0,0.0,0.3063559130739345,0.1642185376348781,0.42582695766497825,0.0,0.0,0.0,0.0,0.8923531110685652,0.9262471590216085
IGFBP7,0.0,0.4650858058250562,0.0,0.519402365955001,0.45249028412462405,0.408726135338228,0.36552352547731304,0.0,0.0,0.0,0.0,0.5499250845826316,0.5408856008519034
CYSLTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08935206926852558,0.0,0.0,0.0,0.9909397788567759,0.0
RGS5,0.03120496549509506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879472000041079,0.46637795289665296
HIGD1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9592742639119813,0.626762391705427
PDGFRB,0.11665234123057333,0.3902875641062581,0.0,0.6465124712933019,0.0,0.0,0.39967850721967585,0.0,0.0,0.0,0.0753090720254401,0.6636353628597984,0.711491587705301
PTH1R,0.13347467673737579,0.4574097093498105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8735109348624741,0.6927824936105934
NDUFA4L2,0.0,0.0,0.0,0.0,0.050322679778733864,0.0,0.0,0.0,0.1232650363516193,0.0,0.0,0.9419958866180613,0.8133924428382712
NOTCH3,0.0,0.04834444699931019,0.0,0.0,0.0,0.0,0.36378355823779407,0.0,0.0,0.0,0.0,0.9108349863291008,0.9261307801187638
PRELP,0.0,0.0058059323982524716,0.0,0.0,0.0,0.0,0.8376130882770532,0.0,0.0,0.0,0.39385144717864173,0.876312840494086,0.5786621488435078
TINAGL1,0.0,0.0,0.0,0.0,0.6555912065598336,0.0,0.0,0.0,0.0,0.0,0.0,0.8862406642360648,0.8755051263559149
SLC6A13,0.0,0.0,0.0,0.0,0.0,0.0,0.8914969086380262,0.0,0.027115003304692662,0.0,0.0,0.9297521888537491,0.0
MUSTN1,0.0,0.0005748447919061853,0.0,0.0,0.0,0.0,0.013938165230613279,0.0,0.0,0.0,0.0,0.9513762795418829,0.6147222877699663
IGF2,0.0,0.0,0.0,0.7432680722351093,0.09644044583703767,0.0,0.7193891894149708,0.0,0.0,0.0,0.0,0.7461335944795405,0.6170893601146005
RBPMS,0.0,0.4414180545331384,0.0,0.0,0.43957604841056963,0.0,0.4485598811174496,0.0,0.0,0.0,0.0,0.7581223958885606,0.8214855360051352
TBX18,0.0,0.0,0.0,0.0,0.0,0.0,0.8143482217116192,0.0,0.0,0.0,0.0,0.6763534348533442,0.9142737156361499
MYOCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17985789821546597,0.0,0.0,0.0,0.9827775945013927
TAGLN,0.0,0.0,0.0,0.0,0.0,0.0,0.2685987705879627,0.0,0.0,0.16557257476294676,0.0,0.4840119144514916,0.8916479511265241
TFPI,0.44902689322998524,0.2765199418884174,0.0,0.0,0.23983134166863135,0.09188806167950794,0.490819540769787,0.0,0.0,0.0,0.0,0.730441198447921,0.848951394631378
FHL5,0.3979403423524769,0.0,0.0,0.0,0.18143790529533282,0.0,0.0,0.0,0.0,0.0,0.0,0.8733938541603504,0.9295755320349344
WTIP,0.0,0.0,0.0,0.0,0.008604794099569761,0.0,0.15761944822417245,0.0,0.2879630096202188,0.0,0.0,0.6484780851837935,0.9404350409483437
FBLIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174946614412314,0.11645736946463979,0.0,0.0,0.10634988725358355,0.8457546925656628
S100A4,0.0,0.0,0.1654673319846371,0.0,0.0,0.0,0.3605028120811663,0.8734084606442534,0.0,0.0,0.0,0.0,0.6799002223341636
STEAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.5403680484723267,0.0,0.08464970257766027,0.0,0.1624457724372686,0.0,0.9602965053628922
EMX2OS,0.0,0.20524453125338388,0.0,0.0,0.3923522837731434,0.0,0.0,0.0,0.0,0.0,0.0,0.8692156419475715,0.885888573216433
C2orf40,0.0,0.30202069949713084,0.0,0.0,0.0,0.4944886235064691,0.29643564652688914,0.0,0.12397554527428949,0.0,0.0,0.5123022704048523,0.8867584490247791
EMX2,0.0,0.2536901175093863,0.0,0.0,0.5778220737569933,0.033691254279489574,0.0,0.0,0.0,0.0,0.0,0.6728911425457452,0.8964496397281356
MGP,0.0,0.14888741403457428,0.0,0.0,0.29619666005811085,0.0,0.6182469032828269,0.0,0.0,0.0,0.0,0.7470013161944277,0.9113578918268713
TM4SF1,0.0,0.0,0.0,0.0,0.7971692518618524,0.0,0.48668509341974775,0.0,0.0,0.0,0.0,0.21501201228805433,0.9476701592742202
TPM2,0.0,0.4128052256357614,0.0,0.7157813166581038,0.0,0.0,0.0,0.0,0.0,0.0,0.2019763312992061,0.5612398786586036,0.855972436084613
EPHA2,0.0,0.2845513381125016,0.0,0.0,0.4085193644169093,0.0,0.10551019577835699,0.0,0.0,0.0,0.0,0.6466556834473749,0.9381841548923117
GGT5,0.0,0.3556998097409686,0.0,0.0,0.5681865330525454,0.0,0.40495145588555653,0.0,0.0,0.0,0.0,0.911307885937148,0.6872321208924382
LINC00924,0.0,0.0,0.0,0.0,0.0,0.0,0.6393892855656566,0.0,0.029659616655651023,0.0,0.0,0.6331664933653474,0.9535833969404038
ACTA2,0.0,0.2789229202341412,0.23834682757807074,0.0,0.11322432363609647,0.18122723459887552,0.15769735380115357,0.17281427136399513,0.0,0.0,0.0,0.5780936550890976,0.9697488597208653
LINC02237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05512227362855254,0.0,0.0,0.6035615379741197,0.9362045327491659
LRIG3,0.0,0.363339948991823,0.0,0.0,0.15646303039709464,0.5336266245161946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGM2,0.0,0.0,0.0,0.0,0.9918795287413321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF2,0.0,0.1936285822811461,0.11264011657629236,0.0,0.8073694548633499,0.0,0.5958932383953922,0.24762726913970007,0.0,0.0,0.0,0.3770431386968171,0.5511883426151709
MECOM,0.0,0.0,0.0,0.0,0.9545536611904144,0.4964422028340298,0.0,0.0,0.0,0.0,0.0,0.3588723228865547,0.0
SEMA3G,0.0,0.0,0.0,0.0,0.956559183721269,0.0,0.0,0.0,0.14192268945995726,0.0,0.0,0.0,0.0
VEGFC,0.0,0.0,0.0,0.0,0.9273012948745774,0.27580124079666374,0.0,0.0,0.1703734302709848,0.0,0.0,0.0,0.0
LINC00840,0.0,0.0,0.0,0.0,0.8335766523984012,0.0,0.38530731687379915,0.0,0.0708030403172505,0.0,0.0,0.0,0.0
IGFBP3,0.0,0.0,0.0,0.0,0.7322606730862189,0.0,0.0,0.0,0.2356947290763543,0.0,0.3076293556674607,0.0,0.0
ADAMTS1,0.19155325710469,0.0,0.0,0.0,0.24660766823460617,0.0,0.0,0.0,0.0,0.18046438123024555,0.0,0.0,0.7467106166099281
FBLN5,0.0,0.0,0.0,0.0,0.20463045445599506,0.5325406025274015,0.7969457206825282,0.0,0.07265366820885658,0.0,0.23159160354665315,0.0,0.17547514136200928
ZNF366,0.0,0.0,0.0,0.0,0.9892070147393093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYYR1,0.0,0.0,0.0,0.0,0.9753820899891472,0.0,0.0,0.0,0.0056179775280898875,0.0,0.0,0.0,0.0
EPAS1,0.06415436163777297,0.0,0.0,0.7076851829426583,0.6795089276728684,0.0,0.2508788551857565,0.0,0.0,0.0,0.4129760688398091,0.5610134399055381,0.3914100012906788
FLT1,0.0,0.0,0.4231786537304031,0.0,0.9616722539407173,0.0,0.0,0.0,0.0,0.0,0.0,0.036468812877263584,0.0
EMCN,0.0,0.0,0.0,0.0,0.9426509577293549,0.0,0.45122253260651607,0.0,0.09145736946463978,0.0,0.0,0.43263635127851674,0.0
CD34,0.0,0.0,0.0,0.0,0.9793734899183903,0.0,0.010770400405473897,0.0,0.0,0.0,0.0,0.0,0.0
CLDN5,0.0,0.0,0.0,0.0,0.9579051594759096,0.5395508403689018,0.0,0.0,0.0,0.0,0.0,0.12516568673178383,0.0
COBLL1,0.0,0.21583624663355638,0.0,0.7384421570927702,0.5868586738092245,0.18767867358774043,0.4616319138462841,0.0,0.0,0.0,0.18553112310950978,0.47715367217404825,0.4491796559758125
ADGRF5,0.0,0.0,0.0,0.0,0.8993692663621345,0.0,0.1725029255642316,0.0,0.0,0.0,0.0,0.7810218063589529,0.48388806117949357
NOSTRIN,0.0,0.0,0.0,0.0,0.9467343757724397,0.0,0.0,0.0,0.0,0.0,0.0,0.7370750681830521,0.0
TM4SF18,0.0,0.0,0.0,0.0,0.9942361518282068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG2,0.0,0.0,0.0,0.0,0.9573894832720806,0.0,0.0,0.0,0.0,0.0,0.04312841969745736,0.17483581693204914,0.0
MFSD2A,0.0,0.003104161876293401,0.3334725763649184,0.0,0.9481763753835437,0.09699271395208764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC38A5,0.0,0.0,0.0,0.0,0.9690256491947453,0.0,0.0,0.09753833360486056,0.0,0.0,0.0,0.0,0.0
ATP10A,0.0,0.0,0.0,0.0,0.8982760928467624,0.23731916077782034,0.0,0.5325013144062625,0.0,0.0,0.0,0.24630410778262354,0.382197547889065
HERC2P3,0.0,0.0,0.0,0.0,0.9070139882132275,0.0,0.0,0.3712418896502476,0.034600132187706543,0.0,0.0,0.0,0.0
AC110799,0.0,0.0,0.0,0.0,0.9766392409103678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANO2,0.0,0.0,0.0,0.0,0.9213592098174805,0.0,0.12200191816822487,0.0,0.01911764705882353,0.0,0.1828942890600984,0.0,0.0
FLI1,0.0,0.0,0.7393257703758483,0.0,0.8722621592674269,0.0,0.0,0.5305529481518984,0.0,0.0,0.0,0.0,0.0
CGNL1,0.2808984287991112,0.38656467903133807,0.0,0.0,0.8877035352012448,0.12185061124769653,0.06930166316547692,0.0,0.04824851288830139,0.0,0.0,0.0,0.0
ABCB1,0.0,0.0,0.0,0.0,0.9269518518441713,0.0,0.0,0.3565632974926885,0.3994615544302369,0.0,0.0,0.2798843551919964,0.0
ERG,0.0,0.0,0.0,0.0,0.9521194200060599,0.0,0.5446160507347972,0.0,0.0,0.0,0.0,0.5903940955902519,0.0
AP001122,0.0,0.0,0.0,0.0,0.9890633351325514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL3,0.0,0.4541243983085283,0.0,0.0,0.7088030381883123,0.0,0.0,0.0,0.0,0.0,0.0,0.15484710146167036,0.0
CFH,0.0,0.0,0.0,0.0,0.5931830054841827,0.0,0.4767284912189286,0.3877959747434886,0.0,0.0,0.0,0.7088798183451385,0.7016415798249407
PCAT19,0.0,0.0,0.0,0.0,0.9587806756739916,0.0,0.47178859332827205,0.0,0.0,0.0,0.0,0.0,0.0
VWF,0.0,0.0,0.0,0.8238173503966616,0.8912992955357328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI27,0.0,0.00822028052425845,0.0,0.0,0.8571004303527326,0.4243253331508463,0.3817447163780876,0.0,0.0,0.0,0.0,0.5050961691729794,0.10860572375224847
PLA2G4A,0.0,0.0,0.7532560131917974,0.0,0.6799874415744482,0.031922011410479456,0.0,0.0,0.0,0.0,0.0,0.13317595930915443,0.3233464306987516
PTGS2,0.0,0.0,0.5158161432664712,0.0,0.8682847931182296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS3,0.539439893330991,0.08644405107672526,0.32127145934467344,0.0,0.5064868901323911,0.0,0.41370452147913317,0.2831168831168831,0.0,0.0,0.0,0.40925998744866265,0.17125123145466042
IL1R1,0.0,0.0,0.0,0.0,0.5307751867117447,0.0,0.5390902404999642,0.0,0.009550561797752809,0.0,0.0,0.7550806290832905,0.7303877115629069
POSTN,0.0,0.0,0.0,0.0,0.5995621565826015,0.3248697428718911,0.0,0.0,0.20431262392597488,0.0,0.0,0.0,0.0
ACKR1,0.0,0.0,0.0,0.0,0.6448522996878673,0.0,0.0,0.0,0.4677781233306879,0.0,0.0,0.0,0.0
C2CD4B,0.0,0.0,0.0,0.0,0.923041082338633,0.0,0.0,0.0,0.1990199895733129,0.0,0.0,0.0,0.0
VCAM1,0.0,0.41435665447202924,0.0,0.0,0.7070794732736928,0.022720199190787427,0.2992025260381602,0.0,0.0,0.0,0.0,0.0,0.5953501023227553
LEF1,0.0,0.0,0.0,0.6786324805538775,0.846870866788339,0.4495032650350308,0.4323525075926009,0.0,0.0,0.0,0.0,0.4644792013950156,0.0
ANXA1,0.0,0.2255129654100682,0.0,0.0,0.42017952128640523,0.51903612779471,0.4301624851258732,0.7520466899933393,0.0,0.0,0.0,0.0,0.17687364907585762
ADGRG6,0.0,0.0,0.7137234313434974,0.0,0.9093994727506101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITM2A,0.0,0.0,0.0,0.0,0.8970013485531751,0.0,0.21520635673018434,0.42002662741575375,0.0,0.0,0.31341580872408614,0.0,0.0
ICAM1,0.0,0.13716667711839015,0.26857403774310395,0.0,0.7708910780462066,0.0,0.0,0.004143646408839779,0.0,0.0,0.0,0.1488553429999058,0.0
C10orf10,0.0,0.7385223360438363,0.0,0.0,0.7412618243630682,0.0,0.039660415610745056,0.0,0.0,0.0,0.0,0.2561643124397825,0.0
CTGF,0.0,0.0,0.0,0.0,0.6201657343444462,0.3957742244579686,0.20209924513692223,0.0,0.0,0.0,0.2645281309118578,0.5361010845581787,0.8016149957196136
MRC1,0.0,0.0,0.8074092928121447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A6A,0.020327980867782713,0.0,0.8811029946211735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD163,0.0,0.0,0.7927563449611034,0.0,0.0,0.0,0.18650898856170017,0.0,0.0,0.0,0.0,0.0,0.0
STAB1,0.0,0.0,0.831035080672021,0.0,0.4177591212416305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.9746000022050652,0.0,0.0,0.0,0.0,0.040634291377601585,0.0,0.0,0.0,0.0,0.0
F13A1,0.0,0.0,0.5937528471871438,0.0,0.0,0.0,0.0,0.0,0.09111037673496365,0.0,0.0,0.30079914497738514,0.0
RNASE1,0.0,0.0,0.0,0.0,0.5160561085016426,0.0,0.0,0.0,0.0,0.8002546265076289,0.0,0.0,0.0
MARCO,0.0,0.0,0.702857741262614,0.0,0.0,0.0,0.0,0.22611432290408834,0.0,0.0,0.0,0.0,0.0
VSIG4,0.0,0.0,0.8851903483360417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043022330334134044,0.0
IQGAP2,0.0,0.0,0.5182033698507567,0.0,0.0,0.4925009375259514,0.3725941863829809,0.8397937364256025,0.0,0.0,0.0,0.0,0.0
MS4A4A,0.0,0.0,0.9191164734055695,0.0,0.0,0.0,0.0,0.020193260654112984,0.0,0.0,0.0,0.0,0.0
LYVE1,0.0,0.8019604647858268,0.09474444823458676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI44L,0.0,0.3757758874596079,0.5538328511778301,0.0,0.7048426213562029,0.0,0.33950839938887,0.0,0.0,0.0,0.0,0.3650195022362035,0.0
SIGLEC1,0.0,0.0,0.8725619724065414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAX,0.0,0.0,0.9727032948307845,0.0,0.0,0.0,0.0,0.1495292368681863,0.0,0.0,0.0,0.0,0.0
SCIN,0.0,0.0,0.9204240951619571,0.0,0.0,0.7519441417097708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOC1,0.0,0.0,0.8807244788928248,0.0,0.0,0.0,0.5086805059042919,0.0,0.0,0.0,0.0,0.0,0.0
LINC00278,0.0,0.42015855452852463,0.4748256666971462,0.5956043273373129,0.33874095946316374,0.0,0.3930477756406958,0.331363905431585,0.0,0.0,0.0,0.2512731493302738,0.0
GPNMB,0.0,0.0,0.7142431017437427,0.8817133439423016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829887430810796
HLA-DRA,0.0,0.0,0.910632274296558,0.0,0.0,0.0,0.0,0.07111000991080277,0.0,0.0,0.0,0.0,0.0
APBB1IP,0.0,0.0,0.8848398581221947,0.0,0.0,0.0,0.0,0.7840859424501943,0.0,0.0,0.0,0.0,0.0
CD86,0.0,0.0,0.9842721182211491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.9142131758178027,0.0,0.0,0.0,0.052884615384615384,0.0,0.0,0.0,0.0,0.0,0.0
INPP5D,0.0,0.0,0.8732238435765655,0.0,0.5128739821341457,0.26983184110974523,0.0,0.567347233698874,0.0,0.0,0.0,0.0,0.0
HLA-DRB5,0.0,0.0,0.9152013967542976,0.0,0.0,0.0,0.0,0.09006442021803766,0.0,0.0,0.0,0.0,0.0
CD74,0.0,0.0,0.8908795721757772,0.0,0.25456914951884985,0.0,0.0,0.28585952329515096,0.0,0.0,0.0,0.0,0.0
HLA-DRB1,0.0,0.0,0.9156642698508086,0.0,0.0,0.0,0.0,0.08610009910802775,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.9326301061751776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DPB1,0.0,0.0,0.7714408559740438,0.0,0.0,0.0,0.0,0.21982716868766594,0.0,0.0,0.0,0.0,0.0
AIF1,0.0,0.0,0.9351640579291146,0.0,0.0,0.0,0.0,0.19515414491219263,0.0,0.0,0.0,0.0,0.0
TMIGD3,0.0,0.0,0.9485310834619396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGTA1P,0.0,0.0,0.811501986292938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07278697566107303,0.5687604956699249
RGS10,0.0,0.0,0.9235164392463832,0.0,0.0,0.0,0.0,0.4942729373161839,0.0,0.0,0.0,0.0,0.0
TYROBP,0.0,0.0,0.9372327489885494,0.0,0.0,0.0,0.0,0.3114339998099902,0.0,0.0,0.0,0.0,0.0
P2RY12,0.0,0.0,0.9309817735267576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPED1,0.0,0.0,0.7956838763561369,0.0,0.0,0.0,0.6670369439200741,0.0,0.0,0.0,0.0,0.263060029664734,0.43596384281750816
TBXAS1,0.0,0.0,0.9238352293074786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYK,0.0,0.0,0.9734162803269768,0.0,0.0,0.0,0.0,0.11385034687809713,0.0,0.0,0.0,0.0,0.0
WDFY4,0.0,0.0,0.8513210118943146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753820104157924,0.0828149300155521
FYB1,0.0,0.0,0.860088968190179,0.0,0.0,0.0,0.0,0.8244398851806256,0.0,0.0,0.0,0.0,0.0
LY86,0.0,0.0,0.9612060400921886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMSN1,0.0,0.0,0.9191756584104651,0.0,0.0,0.0,0.0,0.738350969555107,0.0,0.0,0.0,0.0,0.0
APOC2,0.0,0.0,0.9500014314211521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF1R,0.0,0.0,0.9601270894605451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008691,0.0,0.0,0.9069065191225919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01468,0.0,0.0,0.9782244890366716,0.0,0.0,0.0,0.0,0.013875123885034688,0.0,0.0,0.0,0.0,0.0
AC079015,0.0,0.0,0.9822270184402025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC26,0.0,0.0,0.9475545142170259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1368421052631579,0.0,0.0
MERTK,0.4726607458459948,0.22347010072636653,0.6085773428815273,0.0,0.33872561588956873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP003481,0.0,0.0,0.9796954015246925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGLEC10,0.0,0.0,0.9320699654596473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CX3CR1,0.0,0.0,0.9694179362275435,0.0,0.0,0.0,0.0,0.08709117938553022,0.0,0.0,0.0,0.0,0.0
BLNK,0.0,0.0,0.8558350303925808,0.7311202179849567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00996,0.0,0.0,0.9326029478540997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM5,0.0,0.0,0.8756108344832403,0.0,0.0,0.0,0.0,0.8412733950035113,0.0,0.0,0.0,0.0,0.0
AL162414,0.0,0.0,0.9043946748832433,0.0,0.0,0.0,0.0,0.0,0.0,0.015982564475118054,0.0,0.0,0.0
PIK3AP1,0.0,0.0,0.9012788329405181,0.0,0.0,0.0,0.0,0.41343940800022855,0.0,0.0,0.0,0.0,0.0
AL034397,0.0,0.0,0.967564781185708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAIR1,0.0,0.0,0.9203545121154169,0.0,0.0,0.0,0.0,0.5606809633584074,0.0,0.0,0.0,0.0,0.0
CSF3R,0.0,0.0,0.9737159550179916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DPA1,0.0,0.0,0.8984185403132945,0.0,0.0,0.0,0.0,0.3600050698908219,0.0,0.0,0.0,0.0,0.0
KMO,0.0,0.0,0.6689910771495564,0.0,0.0,0.0,0.0,0.037771800044833,0.0067085261070720425,0.0,0.11375172866032537,0.0,0.0
MS4A7,0.0,0.0,0.9475085918711252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SETP16,0.0,0.17206793978744098,0.6787245095661637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF812P,0.0,0.0,0.7503588637745846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4EBP1,0.0,0.0,0.4274406124203054,0.0,0.16246328976250213,0.0,0.0,0.23187574298131766,0.0,0.0,0.33260072782318423,0.0,0.6443025408542417
ARHGAP15,0.0,0.0,0.7614637345719691,0.0,0.0,0.0,0.0,0.7846679948833671,0.0,0.0,0.0,0.0,0.03985225505443235
PLEK,0.0,0.0,0.9253466412669555,0.0,0.0,0.0,0.0,0.6222237800096471,0.0,0.0,0.0,0.0,0.0
AC024257.3,0.0,0.0,0.7952598930999941,0.0,0.0,0.04068313976269965,0.0,0.0,0.018241903502974225,0.0,0.0,0.0,0.0
LFNG,0.1388793987017424,0.7393261778148366,0.0,0.0,0.15121095466239565,0.0,0.06495705888384479,0.5084985146552381,0.0,0.0,0.0,0.0,0.0
IL18R1,0.0,0.0,0.0,0.0,0.643867757923582,0.0,0.0712113532691333,0.8654077763937781,0.0,0.0,0.0,0.05654258319232938,0.0
TNFRSF1B,0.0,0.0,0.8499375400497611,0.0,0.48232924361059065,0.0,0.0,0.4502726690832209,0.0,0.0,0.0,0.0,0.0
GPR183,0.0,0.0,0.9196067031751569,0.0,0.0,0.0,0.0,0.12537165510406342,0.0,0.0,0.0,0.0,0.0
CD83,0.0,0.0,0.809198014660846,0.0,0.0,0.0,0.0,0.0,0.17361171924087793,0.0,0.0,0.0,0.0
IFI30,0.0,0.0,0.911199502787476,0.0,0.0,0.0,0.0,0.16211766262281924,0.0,0.0,0.0,0.0,0.0
AC084871.1,0.0,0.0,0.8990913982863947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A-AS2,0.06578317433801269,0.11735501152608535,0.5368387957259828,0.0,0.14061957350176643,0.0,0.0,0.04439935064935065,0.0,0.0,0.0,0.3037978292768455,0.0
RGS1,0.0,0.0,0.9160839486785483,0.0,0.0,0.0,0.0,0.47067115810570315,0.0,0.0,0.0,0.0,0.0
OLR1,0.0,0.0,0.9668627544026399,0.0,0.0,0.0,0.0,0.07086223984142716,0.0,0.0,0.0,0.0,0.0
SRGN,0.0,0.0,0.7899810516639363,0.0,0.6249030800681814,0.0,0.0,0.6157768491987566,0.0,0.0,0.0,0.0,0.0
CXCR4,0.0,0.0,0.8101573975493745,0.0,0.0,0.0,0.0,0.80979090568342,0.0,0.0,0.0,0.0,0.0
ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6704523713547702,0.0,0.24547124464004477,0.0,0.0,0.0
CARD16,0.0,0.0,0.4133486775941379,0.0,0.6459525839409864,0.0,0.0,0.8204107220863204,0.0,0.0,0.0,0.0,0.0
LYN,0.0,0.0,0.7458346651182619,0.6538125216610191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040492957746478875,0.0
FCER1G,0.0,0.0,0.934352028899935,0.0,0.0,0.0,0.0,0.21982493178811946,0.0,0.0,0.0,0.0,0.0
BCL2A1,0.0,0.0,0.6169374941593431,0.0,0.0,0.0,0.0,0.7581877668559347,0.0,0.0,0.0,0.0,0.0
CLEC12A,0.7902081333989979,0.0,0.39610637224600137,0.0,0.0,0.0,0.0,0.5790516246578964,0.0,0.0,0.0,0.0,0.0
LILRB3,0.0,0.0,0.6814874436403263,0.0,0.0,0.0,0.0,0.3532894638237043,0.0,0.0,0.0,0.02523970671178793,0.0
GZMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7224371886785167,0.0,0.0,0.0,0.0,0.0
KLRF1,0.0,0.0,0.08241284086986538,0.0,0.6692984039584102,0.0,0.0,0.7642241636393251,0.0,0.0,0.018989378822014805,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911066800313197,0.0,0.0,0.0,0.0,0.0
GNLY,0.0,0.0,0.7671824777841407,0.0,0.0,0.0,0.0,0.8226883849775717,0.0,0.0,0.0,0.0,0.0
PLAC8,0.0,0.0,0.08548791137012778,0.0,0.0,0.03906006847183318,0.0,0.864022687549064,0.012144745538664905,0.0,0.0,0.0,0.0
AC022075.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3217778865743792,0.899391641973962,0.0,0.06387369206406485,0.47879543081128006,0.0,0.0
PIK3R5,0.0,0.0,0.8639804630625528,0.0,0.0,0.0,0.0,0.7728697861560769,0.0,0.0,0.0,0.0,0.0
ARHGDIB,0.0,0.0,0.6357693067461037,0.0,0.0,0.0,0.0,0.8474108778340887,0.0,0.0,0.0,0.7281888905656971,0.0
FGR,0.0,0.0,0.20645940094987422,0.0,0.9188945730981815,0.0,0.0,0.43664257013704527,0.0,0.0,0.0,0.0,0.0
PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822882552042,0.0,0.0,0.0,0.0,0.0
PYHIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9860925226784958,0.0,0.0,0.0,0.0,0.0
FGFBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259480262039337,0.0,0.0,0.0,0.0,0.0
CST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9644315181226835,0.0,0.0,0.0,0.0,0.0
NKG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805463325882362,0.0,0.0,0.0,0.0,0.0
